Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
0, 4.00, 5.79, 40, 39960, -105.01
1, 5.73, 11.56, 60, 59940, -358.92
2, 7.39, 14.12, 80, 79920, -22.73
3, 9.31, 18.38, 100, 99900, -24.71
4, 11.03, 23.53, 120, 119880, -269.14
5, 12.70, 28.89, 140, 139860, -13.83
6, 14.36, 33.72, 160, 159840, -657.28
7, 16.03, 38.25, 180, 179820, -22.78
8, 17.69, 41.01, 200, 199800, -399.60
9, 19.34, 45.19, 220, 219780, -23.84
10, 23.52, 61.25, 241, 240759, -650.97
11, 27.89, 76.26, 262, 261738, -52.78
12, 32.19, 92.93, 283, 282717, -13.79
13, 36.36, 108.88, 304, 303696, -803.03
14, 40.47, 123.14, 325, 324040, -23.54
15, 44.77, 143.77, 346, 345019, -1110.24
16, 49.08, 158.90, 367, 365998, -658.35
17, 53.19, 174.34, 388, 386674, -122.61
18, 57.12, 189.83, 409, 404148, 1.65
19, 60.33, 205.37, 430, 423147, -102.06
20, 63.88, 220.52, 451, 439802, 61.71
21, 67.67, 241.09, 472, 454114, 31.26
22, 71.94, 261.04, 493, 475093, -12.75
23, 75.80, 276.76, 514, 491381, -48.93
24, 79.72, 294.88, 535, 512192, -27.18
25, 83.69, 311.70, 556, 531212, -88.65
26, 87.31, 331.80, 577, 545862, 71.30
27, 91.02, 346.84, 598, 566676, -18.99
28, 94.83, 365.95, 619, 583371, 50.64
29, 98.75, 381.46, 640, 604261, -17.40
30, 102.28, 401.01, 661, 618120, 59.47
31, 104.73, 414.01, 682, 632917, 76.28
32, 107.66, 426.66, 703, 648445, 52.32
33, 110.77, 438.49, 724, 668935, -16.76
34, 114.55, 455.22, 745, 684518, 69.36
35, 118.69, 472.68, 766, 705467, -35.81
36, 122.44, 499.19, 787, 721509, 70.71
37, 126.39, 514.77, 808, 742437, -17.40
38, 130.48, 532.99, 829, 763416, -15.76
39, 134.55, 554.83, 850, 784395, -20.21
40, 138.05, 574.22, 871, 798592, 88.21
41, 142.11, 588.87, 892, 819540, -31.39
42, 146.12, 606.05, 913, 840519, -27.49
43, 149.67, 622.39, 934, 855733, 83.87
44, 152.41, 633.53, 955, 871011, 74.07
45, 155.45, 646.76, 976, 891513, -35.85
46, 159.16, 665.58, 997, 906647, 77.23
