Iteration, Lambda, VLM Invoked, Phase, Num Frames
0, 0.995, True, Visual Guidance Active (λ=0.99, VLM invocation probability: 100%), 21
1, 0.990, True, Visual Guidance Active (λ=0.99, VLM invocation probability: 99%), 21
2, 0.985, True, Visual Guidance Active (λ=0.99, VLM invocation probability: 99%), 21
3, 0.980, True, Visual Guidance Active (λ=0.98, VLM invocation probability: 98%), 21
4, 0.975, True, Visual Guidance Active (λ=0.98, VLM invocation probability: 98%), 21
5, 0.970, True, Visual Guidance Active (λ=0.97, VLM invocation probability: 97%), 21
6, 0.966, True, Visual Guidance Active (λ=0.97, VLM invocation probability: 97%), 21
7, 0.961, True, Visual Guidance Active (λ=0.96, VLM invocation probability: 96%), 21
8, 0.956, True, Visual Guidance Active (λ=0.96, VLM invocation probability: 96%), 21
9, 0.951, True, Visual Guidance Active (λ=0.95, VLM invocation probability: 95%), 21
10, 0.946, True, Visual Guidance Active (λ=0.95, VLM invocation probability: 95%), 21
11, 0.942, True, Visual Guidance Active (λ=0.94, VLM invocation probability: 94%), 21
12, 0.937, True, Visual Guidance Active (λ=0.94, VLM invocation probability: 94%), 21
13, 0.932, True, Visual Guidance Active (λ=0.93, VLM invocation probability: 93%), 14
14, 0.928, True, Visual Guidance Active (λ=0.93, VLM invocation probability: 93%), 21
15, 0.923, True, Visual Guidance Active (λ=0.92, VLM invocation probability: 92%), 21
16, 0.918, True, Visual Guidance Active (λ=0.92, VLM invocation probability: 92%), 21
17, 0.914, True, Visual Guidance Active (λ=0.91, VLM invocation probability: 91%), 21
18, 0.909, True, Visual Guidance Active (λ=0.91, VLM invocation probability: 91%), 21
19, 0.905, True, Visual Guidance Active (λ=0.90, VLM invocation probability: 90%), 21
20, 0.900, True, Visual Guidance Active (λ=0.90, VLM invocation probability: 90%), 21
21, 0.896, True, Visual Guidance Active (λ=0.90, VLM invocation probability: 90%), 20
22, 0.891, True, Visual Guidance Active (λ=0.89, VLM invocation probability: 89%), 21
23, 0.887, True, Visual Guidance Active (λ=0.89, VLM invocation probability: 89%), 21
24, 0.882, False, Visual Guidance Active (λ=0.88, VLM invocation probability: 88%), 0
25, 0.878, True, Visual Guidance Active (λ=0.88, VLM invocation probability: 88%), 21
26, 0.873, True, Visual Guidance Active (λ=0.87, VLM invocation probability: 87%), 21
27, 0.869, True, Visual Guidance Active (λ=0.87, VLM invocation probability: 87%), 21
28, 0.865, True, Visual Guidance Active (λ=0.86, VLM invocation probability: 86%), 21
29, 0.860, True, Visual Guidance Active (λ=0.86, VLM invocation probability: 86%), 21
30, 0.856, True, Visual Guidance Active (λ=0.86, VLM invocation probability: 86%), 21
31, 0.852, True, Visual Guidance Active (λ=0.85, VLM invocation probability: 85%), 21
32, 0.848, False, Visual Guidance Active (λ=0.85, VLM invocation probability: 85%), 0
33, 0.843, True, Visual Guidance Active (λ=0.84, VLM invocation probability: 84%), 20
34, 0.839, True, Visual Guidance Active (λ=0.84, VLM invocation probability: 84%), 21
35, 0.835, True, Visual Guidance Active (λ=0.83, VLM invocation probability: 83%), 21
36, 0.831, True, Visual Guidance Active (λ=0.83, VLM invocation probability: 83%), 17
37, 0.827, False, Visual Guidance Active (λ=0.83, VLM invocation probability: 83%), 0
38, 0.822, True, Visual Guidance Active (λ=0.82, VLM invocation probability: 82%), 21
39, 0.818, True, Visual Guidance Active (λ=0.82, VLM invocation probability: 82%), 16
40, 0.814, True, Visual Guidance Active (λ=0.81, VLM invocation probability: 81%), 19
41, 0.810, True, Visual Guidance Active (λ=0.81, VLM invocation probability: 81%), 14
42, 0.806, True, Visual Guidance Active (λ=0.81, VLM invocation probability: 81%), 20
43, 0.802, True, Visual Guidance Active (λ=0.80, VLM invocation probability: 80%), 21
44, 0.798, False, Visual Guidance Active (λ=0.80, VLM invocation probability: 80%), 0
45, 0.794, False, Visual Guidance Active (λ=0.79, VLM invocation probability: 79%), 0
46, 0.790, True, Visual Guidance Active (λ=0.79, VLM invocation probability: 79%), 21
47, 0.786, True, Visual Guidance Active (λ=0.79, VLM invocation probability: 79%), 18
48, 0.782, True, Visual Guidance Active (λ=0.78, VLM invocation probability: 78%), 21
49, 0.778, True, Visual Guidance Active (λ=0.78, VLM invocation probability: 78%), 14
50, 0.774, True, Visual Guidance Active (λ=0.77, VLM invocation probability: 77%), 21
51, 0.771, True, Visual Guidance Active (λ=0.77, VLM invocation probability: 77%), 17
52, 0.767, False, Visual Guidance Active (λ=0.77, VLM invocation probability: 77%), 0
53, 0.763, False, Visual Guidance Active (λ=0.76, VLM invocation probability: 76%), 0
54, 0.759, True, Visual Guidance Active (λ=0.76, VLM invocation probability: 76%), 18
55, 0.755, True, Visual Guidance Active (λ=0.76, VLM invocation probability: 76%), 21
56, 0.751, False, Visual Guidance Active (λ=0.75, VLM invocation probability: 75%), 0
57, 0.748, True, Visual Guidance Active (λ=0.75, VLM invocation probability: 75%), 21
58, 0.744, True, Visual Guidance Active (λ=0.74, VLM invocation probability: 74%), 21
59, 0.740, False, Visual Guidance Active (λ=0.74, VLM invocation probability: 74%), 0
60, 0.737, True, Visual Guidance Active (λ=0.74, VLM invocation probability: 74%), 21
61, 0.733, False, Visual Guidance Active (λ=0.73, VLM invocation probability: 73%), 0
62, 0.729, True, Visual Guidance Active (λ=0.73, VLM invocation probability: 73%), 16
63, 0.726, True, Visual Guidance Active (λ=0.73, VLM invocation probability: 73%), 21
64, 0.722, True, Visual Guidance Active (λ=0.72, VLM invocation probability: 72%), 20
65, 0.718, True, Visual Guidance Active (λ=0.72, VLM invocation probability: 72%), 21
66, 0.715, True, Visual Guidance Active (λ=0.71, VLM invocation probability: 71%), 13
67, 0.711, True, Visual Guidance Active (λ=0.71, VLM invocation probability: 71%), 17
68, 0.708, True, Visual Guidance Active (λ=0.71, VLM invocation probability: 71%), 21
69, 0.704, True, Visual Guidance Active (λ=0.70, VLM invocation probability: 70%), 17
70, 0.701, False, Visual Guidance Active (λ=0.70, VLM invocation probability: 70%), 0
71, 0.697, True, Visual Guidance Active (λ=0.70, VLM invocation probability: 70%), 16
72, 0.694, True, Visual Guidance Active (λ=0.69, VLM invocation probability: 69%), 21
73, 0.690, True, Visual Guidance Active (λ=0.69, VLM invocation probability: 69%), 12
74, 0.687, True, Visual Guidance Active (λ=0.69, VLM invocation probability: 69%), 15
75, 0.683, True, Visual Guidance Active (λ=0.68, VLM invocation probability: 68%), 21
76, 0.680, True, Visual Guidance Active (λ=0.68, VLM invocation probability: 68%), 14
77, 0.676, False, Visual Guidance Active (λ=0.68, VLM invocation probability: 68%), 0
78, 0.673, True, Visual Guidance Active (λ=0.67, VLM invocation probability: 67%), 20
79, 0.670, True, Visual Guidance Active (λ=0.67, VLM invocation probability: 67%), 16
80, 0.666, True, Visual Guidance Active (λ=0.67, VLM invocation probability: 67%), 20
81, 0.663, True, Visual Guidance Active (λ=0.66, VLM invocation probability: 66%), 21
82, 0.660, True, Visual Guidance Active (λ=0.66, VLM invocation probability: 66%), 17
83, 0.656, True, Visual Guidance Active (λ=0.66, VLM invocation probability: 66%), 21
84, 0.653, True, Visual Guidance Active (λ=0.65, VLM invocation probability: 65%), 21
85, 0.650, True, Visual Guidance Active (λ=0.65, VLM invocation probability: 65%), 11
86, 0.647, True, Visual Guidance Active (λ=0.65, VLM invocation probability: 65%), 17
87, 0.643, False, Visual Guidance Active (λ=0.64, VLM invocation probability: 64%), 0
88, 0.640, False, Visual Guidance Active (λ=0.64, VLM invocation probability: 64%), 0
89, 0.637, True, Visual Guidance Active (λ=0.64, VLM invocation probability: 64%), 18
90, 0.634, True, Visual Guidance Active (λ=0.63, VLM invocation probability: 63%), 15
91, 0.631, True, Visual Guidance Active (λ=0.63, VLM invocation probability: 63%), 21
92, 0.627, False, Visual Guidance Active (λ=0.63, VLM invocation probability: 63%), 0
93, 0.624, True, Visual Guidance Active (λ=0.62, VLM invocation probability: 62%), 15
94, 0.621, False, Visual Guidance Active (λ=0.62, VLM invocation probability: 62%), 0
95, 0.618, True, Visual Guidance Active (λ=0.62, VLM invocation probability: 62%), 17
96, 0.615, True, Visual Guidance Active (λ=0.61, VLM invocation probability: 61%), 21
97, 0.612, False, Visual Guidance Active (λ=0.61, VLM invocation probability: 61%), 0
98, 0.609, False, Visual Guidance Active (λ=0.61, VLM invocation probability: 61%), 0
99, 0.606, False, Visual Guidance Active (λ=0.61, VLM invocation probability: 61%), 0
100, 0.603, True, Visual Guidance Active (λ=0.60, VLM invocation probability: 60%), 12
101, 0.600, True, Visual Guidance Active (λ=0.60, VLM invocation probability: 60%), 21
102, 0.597, True, Visual Guidance Active (λ=0.60, VLM invocation probability: 60%), 15
103, 0.594, True, Visual Guidance Active (λ=0.59, VLM invocation probability: 59%), 17
104, 0.591, True, Visual Guidance Active (λ=0.59, VLM invocation probability: 59%), 21
105, 0.588, True, Visual Guidance Active (λ=0.59, VLM invocation probability: 59%), 21
106, 0.585, True, Visual Guidance Active (λ=0.58, VLM invocation probability: 58%), 12
107, 0.582, True, Visual Guidance Active (λ=0.58, VLM invocation probability: 58%), 21
108, 0.579, True, Visual Guidance Active (λ=0.58, VLM invocation probability: 58%), 12
109, 0.576, False, Visual Guidance Active (λ=0.58, VLM invocation probability: 58%), 0
110, 0.573, True, Visual Guidance Active (λ=0.57, VLM invocation probability: 57%), 9
111, 0.570, False, Visual Guidance Active (λ=0.57, VLM invocation probability: 57%), 0
112, 0.568, True, Visual Guidance Active (λ=0.57, VLM invocation probability: 57%), 18
113, 0.565, False, Visual Guidance Active (λ=0.56, VLM invocation probability: 56%), 0
114, 0.562, True, Visual Guidance Active (λ=0.56, VLM invocation probability: 56%), 11
115, 0.559, True, Visual Guidance Active (λ=0.56, VLM invocation probability: 56%), 21
116, 0.556, True, Visual Guidance Active (λ=0.56, VLM invocation probability: 56%), 16
117, 0.554, True, Visual Guidance Active (λ=0.55, VLM invocation probability: 55%), 12
118, 0.551, False, Visual Guidance Active (λ=0.55, VLM invocation probability: 55%), 0
119, 0.548, False, Visual Guidance Active (λ=0.55, VLM invocation probability: 55%), 0
120, 0.545, False, Visual Guidance Active (λ=0.55, VLM invocation probability: 55%), 0
121, 0.543, True, Visual Guidance Active (λ=0.54, VLM invocation probability: 54%), 12
122, 0.540, True, Visual Guidance Active (λ=0.54, VLM invocation probability: 54%), 11
123, 0.537, False, Visual Guidance Active (λ=0.54, VLM invocation probability: 54%), 0
124, 0.534, True, Visual Guidance Active (λ=0.53, VLM invocation probability: 53%), 12
125, 0.532, True, Visual Guidance Active (λ=0.53, VLM invocation probability: 53%), 18
126, 0.529, True, Visual Guidance Active (λ=0.53, VLM invocation probability: 53%), 21
127, 0.526, True, Visual Guidance Active (λ=0.53, VLM invocation probability: 53%), 10
128, 0.524, False, Visual Guidance Active (λ=0.52, VLM invocation probability: 52%), 0
129, 0.521, False, Visual Guidance Active (λ=0.52, VLM invocation probability: 52%), 0
130, 0.519, True, Visual Guidance Active (λ=0.52, VLM invocation probability: 52%), 12
131, 0.516, False, Visual Guidance Active (λ=0.52, VLM invocation probability: 52%), 0
132, 0.513, False, Visual Guidance Active (λ=0.51, VLM invocation probability: 51%), 0
133, 0.511, True, Visual Guidance Active (λ=0.51, VLM invocation probability: 51%), 13
134, 0.508, False, Visual Guidance Active (λ=0.51, VLM invocation probability: 51%), 0
135, 0.506, False, Visual Guidance Active (λ=0.51, VLM invocation probability: 51%), 0
136, 0.503, True, Visual Guidance Active (λ=0.50, VLM invocation probability: 50%), 13
137, 0.501, False, Visual Guidance Active (λ=0.50, VLM invocation probability: 50%), 0
138, 0.498, False, Visual Guidance Active (λ=0.50, VLM invocation probability: 50%), 0
139, 0.496, True, Visual Guidance Active (λ=0.50, VLM invocation probability: 50%), 12
140, 0.493, False, Visual Guidance Active (λ=0.49, VLM invocation probability: 49%), 0
141, 0.491, False, Visual Guidance Active (λ=0.49, VLM invocation probability: 49%), 0
142, 0.488, False, Visual Guidance Active (λ=0.49, VLM invocation probability: 49%), 0
143, 0.486, False, Visual Guidance Active (λ=0.49, VLM invocation probability: 49%), 0
144, 0.483, True, Visual Guidance Active (λ=0.48, VLM invocation probability: 48%), 21
145, 0.481, True, Visual Guidance Active (λ=0.48, VLM invocation probability: 48%), 21
146, 0.479, False, Visual Guidance Active (λ=0.48, VLM invocation probability: 48%), 0
147, 0.476, True, Visual Guidance Active (λ=0.48, VLM invocation probability: 48%), 18
148, 0.474, False, Visual Guidance Active (λ=0.47, VLM invocation probability: 47%), 0
149, 0.471, False, Visual Guidance Active (λ=0.47, VLM invocation probability: 47%), 0
150, 0.469, False, Visual Guidance Active (λ=0.47, VLM invocation probability: 47%), 0
151, 0.467, False, Visual Guidance Active (λ=0.47, VLM invocation probability: 47%), 0
152, 0.464, False, Visual Guidance Active (λ=0.46, VLM invocation probability: 46%), 0
153, 0.462, True, Visual Guidance Active (λ=0.46, VLM invocation probability: 46%), 11
154, 0.460, False, Visual Guidance Active (λ=0.46, VLM invocation probability: 46%), 0
155, 0.458, False, Visual Guidance Active (λ=0.46, VLM invocation probability: 46%), 0
156, 0.455, True, Visual Guidance Active (λ=0.46, VLM invocation probability: 46%), 13
157, 0.453, False, Visual Guidance Active (λ=0.45, VLM invocation probability: 45%), 0
158, 0.451, True, Visual Guidance Active (λ=0.45, VLM invocation probability: 45%), 15
159, 0.448, False, Visual Guidance Active (λ=0.45, VLM invocation probability: 45%), 0
160, 0.446, False, Visual Guidance Active (λ=0.45, VLM invocation probability: 45%), 0
161, 0.444, False, Visual Guidance Active (λ=0.44, VLM invocation probability: 44%), 0
162, 0.442, True, Visual Guidance Active (λ=0.44, VLM invocation probability: 44%), 17
163, 0.440, False, Visual Guidance Active (λ=0.44, VLM invocation probability: 44%), 0
164, 0.437, True, Visual Guidance Active (λ=0.44, VLM invocation probability: 44%), 16
165, 0.435, False, Visual Guidance Active (λ=0.44, VLM invocation probability: 44%), 0
166, 0.433, True, Visual Guidance Active (λ=0.43, VLM invocation probability: 43%), 14
167, 0.431, False, Visual Guidance Active (λ=0.43, VLM invocation probability: 43%), 0
168, 0.429, False, Visual Guidance Active (λ=0.43, VLM invocation probability: 43%), 0
169, 0.427, False, Visual Guidance Active (λ=0.43, VLM invocation probability: 43%), 0
170, 0.424, True, Visual Guidance Active (λ=0.42, VLM invocation probability: 42%), 21
171, 0.422, False, Visual Guidance Active (λ=0.42, VLM invocation probability: 42%), 0
172, 0.420, True, Visual Guidance Active (λ=0.42, VLM invocation probability: 42%), 21
173, 0.418, True, Visual Guidance Active (λ=0.42, VLM invocation probability: 42%), 21
174, 0.416, False, Visual Guidance Active (λ=0.42, VLM invocation probability: 42%), 0
175, 0.414, False, Visual Guidance Active (λ=0.41, VLM invocation probability: 41%), 0
176, 0.412, True, Visual Guidance Active (λ=0.41, VLM invocation probability: 41%), 11
177, 0.410, False, Visual Guidance Active (λ=0.41, VLM invocation probability: 41%), 0
178, 0.408, False, Visual Guidance Active (λ=0.41, VLM invocation probability: 41%), 0
179, 0.406, False, Visual Guidance Active (λ=0.41, VLM invocation probability: 41%), 0
180, 0.404, False, Visual Guidance Active (λ=0.40, VLM invocation probability: 40%), 0
181, 0.402, False, Visual Guidance Active (λ=0.40, VLM invocation probability: 40%), 0
182, 0.400, False, Visual Guidance Active (λ=0.40, VLM invocation probability: 40%), 0
183, 0.398, False, Visual Guidance Active (λ=0.40, VLM invocation probability: 40%), 0
184, 0.396, True, Visual Guidance Active (λ=0.40, VLM invocation probability: 40%), 10
185, 0.394, True, Visual Guidance Active (λ=0.39, VLM invocation probability: 39%), 12
186, 0.392, False, Visual Guidance Active (λ=0.39, VLM invocation probability: 39%), 0
187, 0.390, False, Visual Guidance Active (λ=0.39, VLM invocation probability: 39%), 0
188, 0.388, False, Visual Guidance Active (λ=0.39, VLM invocation probability: 39%), 0
189, 0.386, False, Visual Guidance Active (λ=0.39, VLM invocation probability: 39%), 0
190, 0.384, False, Visual Guidance Active (λ=0.38, VLM invocation probability: 38%), 0
191, 0.382, False, Visual Guidance Active (λ=0.38, VLM invocation probability: 38%), 0
192, 0.380, False, Visual Guidance Active (λ=0.38, VLM invocation probability: 38%), 0
193, 0.378, False, Visual Guidance Active (λ=0.38, VLM invocation probability: 38%), 0
194, 0.376, False, Visual Guidance Active (λ=0.38, VLM invocation probability: 38%), 0
195, 0.374, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
196, 0.373, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
197, 0.371, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
198, 0.369, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
199, 0.367, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
200, 0.365, False, Visual Guidance Active (λ=0.37, VLM invocation probability: 37%), 0
201, 0.363, True, Visual Guidance Active (λ=0.36, VLM invocation probability: 36%), 21
202, 0.361, True, Visual Guidance Active (λ=0.36, VLM invocation probability: 36%), 21
203, 0.360, False, Visual Guidance Active (λ=0.36, VLM invocation probability: 36%), 0
204, 0.358, False, Visual Guidance Active (λ=0.36, VLM invocation probability: 36%), 0
205, 0.356, False, Visual Guidance Active (λ=0.36, VLM invocation probability: 36%), 0
206, 0.354, False, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 0
207, 0.353, False, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 0
208, 0.351, True, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 15
209, 0.349, False, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 0
210, 0.347, True, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 14
211, 0.346, False, Visual Guidance Active (λ=0.35, VLM invocation probability: 35%), 0
212, 0.344, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 18
213, 0.342, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 21
214, 0.340, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 14
215, 0.339, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 11
216, 0.337, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 11
217, 0.335, True, Visual Guidance Active (λ=0.34, VLM invocation probability: 34%), 21
218, 0.334, True, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 15
219, 0.332, True, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 13
220, 0.330, False, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 0
221, 0.329, False, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 0
222, 0.327, False, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 0
223, 0.325, False, Visual Guidance Active (λ=0.33, VLM invocation probability: 33%), 0
224, 0.324, False, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 0
225, 0.322, True, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 21
226, 0.321, False, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 0
227, 0.319, True, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 21
228, 0.317, False, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 0
229, 0.316, True, Visual Guidance Active (λ=0.32, VLM invocation probability: 32%), 15
230, 0.314, False, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 0
231, 0.313, False, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 0
232, 0.311, False, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 0
233, 0.309, True, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 19
234, 0.308, True, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 14
235, 0.306, False, Visual Guidance Active (λ=0.31, VLM invocation probability: 31%), 0
236, 0.305, True, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 10
237, 0.303, False, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 0
238, 0.302, True, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 21
239, 0.300, False, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 0
240, 0.299, True, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 10
241, 0.297, False, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 0
242, 0.296, False, Visual Guidance Active (λ=0.30, VLM invocation probability: 30%), 0
243, 0.294, True, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 13
244, 0.293, True, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 20
245, 0.291, False, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 0
246, 0.290, False, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 0
247, 0.288, False, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 0
248, 0.287, False, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 0
249, 0.286, False, Visual Guidance Active (λ=0.29, VLM invocation probability: 29%), 0
250, 0.284, True, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 13
251, 0.283, False, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 0
252, 0.281, True, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 12
253, 0.280, True, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 21
254, 0.279, False, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 0
255, 0.277, False, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 0
256, 0.276, True, Visual Guidance Active (λ=0.28, VLM invocation probability: 28%), 21
257, 0.274, False, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 0
258, 0.273, True, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 12
259, 0.272, False, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 0
260, 0.270, True, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 15
261, 0.269, False, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 0
262, 0.268, False, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 0
263, 0.266, False, Visual Guidance Active (λ=0.27, VLM invocation probability: 27%), 0
264, 0.265, False, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 0
265, 0.264, False, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 0
266, 0.262, True, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 14
267, 0.261, True, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 10
268, 0.260, True, Visual Guidance Active (λ=0.26, VLM invocation probability: 26%), 19
