Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 0.65625, 1.8090615272521973, 40, 297, 73.97376687633053
2, 1.140625, 4.854621887207031, 60, 490, 78.62582112037771
3, 1.4375, 6.564106702804565, 80, 687, 80.52178596550831
4, 1.625, 8.385717630386353, 100, 875, 76.22664949019168
5, 1.921875, 10.490339756011963, 120, 1082, 85.15980138403117
6, 2.15625, 12.585086345672607, 140, 1306, 92.90695438536096
7, 2.34375, 14.682603597640991, 160, 1484, 71.615452358216
8, 2.515625, 16.517322540283203, 180, 1671, 75.92079937459702
9, 2.6875, 18.33581280708313, 200, 1848, 71.23517058883849
10, 2.875, 20.213626861572266, 220, 2051, 83.2341676800652
11, 3.109375, 22.00029945373535, 240, 2254, 83.30805391317915
12, 3.265625, 23.399723052978516, 260, 2447, 78.56213222408864
13, 3.390625, 24.93333339691162, 280, 2621, 69.78182525670685
14, 3.53125, 26.990697860717773, 300, 2805, 74.47613002247951
15, 3.828125, 29.67529845237732, 320, 2985, 72.6287784840221
16, 4.15625, 31.761924982070923, 340, 3163, 71.56749276893683
17, 4.328125, 34.97683382034302, 360, 3355, 78.15528022282103
18, 4.546875, 36.29879307746887, 380, 3552, 80.54815942223829
19, 4.75, 38.769386768341064, 400, 3752, 81.83859372919474
20, 5.015625, 40.88679838180542, 420, 3950, 81.04866188740434
21, 5.21875, 42.61967921257019, 440, 4153, 83.26489667166123
22, 5.421875, 44.64590573310852, 460, 4355, 82.6747331464096
23, 5.59375, 47.105469703674316, 480, 4543, 76.3167873519716
24, 5.75, 49.269471406936646, 500, 4726, 74.01297263026615
25, 5.953125, 51.06913208961487, 520, 4911, 74.88977578638152
26, 6.140625, 53.16279435157776, 540, 5106, 79.50092945390404
27, 6.28125, 55.05039715766907, 560, 5306, 81.8310672339989
28, 6.5, 57.061288833618164, 580, 5488, 73.59028838509661
29, 6.65625, 59.07828140258789, 600, 5672, 74.49639442026202
30, 6.828125, 61.33349871635437, 620, 5869, 80.47499201375362
31, 6.96875, 63.10123062133789, 640, 6065, 80.01360213117293
32, 7.109375, 65.5022144317627, 660, 6261, 79.94313702777073
33, 7.3125, 67.41497826576233, 680, 6438, 71.13685497941609
34, 7.515625, 68.98570346832275, 700, 6650, 87.49503542374576
35, 7.78125, 70.65352821350098, 720, 6856, 84.51765027145326
36, 7.921875, 72.74767804145813, 740, 7046, 77.23533790110243
37, 8.078125, 74.89348268508911, 760, 7236, 77.15997282676864
38, 8.28125, 76.26244163513184, 780, 7420, 74.47151356702491
39, 8.484375, 77.83594036102295, 800, 7618, 80.93687586536205
40, 8.71875, 79.68588066101074, 820, 7835, 89.79811401564959
41, 9.0, 81.80415058135986, 840, 8064, 95.20548739134233
42, 9.328125, 84.27473282814026, 860, 8237, 69.38009893555552
43, 9.703125, 86.31702542304993, 880, 8437, 81.92476815983804
44, 9.9375, 88.38953804969788, 900, 8648, 86.93537000867887
45, 10.140625, 90.65941166877747, 920, 8850, 82.7392274632908
46, 10.34375, 92.62144565582275, 940, 9063, 87.87717539799823
47, 10.59375, 94.62914395332336, 960, 9258, 79.5349536450033
48, 10.8125, 97.30426478385925, 980, 9456, 80.97772896989842
49, 11.0625, 99.75847840309143, 1000, 9659, 83.19534430521352
50, 11.453125, 102.09019565582275, 1020, 9840, 73.00890747565663
51, 11.703125, 104.0906834602356, 1040, 10030, 77.20260914200331
52, 12.0, 106.26551413536072, 1060, 10217, 75.77512995235597
53, 12.265625, 108.83636426925659, 1080, 10386, 67.49039531612732
54, 12.5, 110.68328428268433, 1100, 10578, 78.1439177574625
55, 12.828125, 112.7158522605896, 1120, 10770, 78.17811290832506
56, 13.078125, 114.7105610370636, 1140, 10971, 82.29697853680703
57, 13.328125, 116.65806865692139, 1160, 11171, 81.83394243413066
58, 13.515625, 118.9413411617279, 1180, 11373, 82.73164649719999
59, 13.6875, 120.91955137252808, 1200, 11565, 78.13325954999
60, 13.875, 123.18698692321777, 1220, 11763, 80.9541294358417
61, 14.09375, 125.40302538871765, 1240, 11951, 76.34915470361656
62, 14.265625, 126.8258650302887, 1260, 12125, 69.77120776674346
63, 14.453125, 128.90315556526184, 1280, 12309, 74.41429088059368
64, 14.640625, 131.09845399856567, 1300, 12533, 92.91895688224164
65, 14.828125, 133.0446789264679, 1320, 12731, 81.00804036173318
66, 15.015625, 134.8691370487213, 1340, 12930, 81.37878253025723
67, 15.1875, 137.4485728740692, 1360, 13112, 73.56874948870305
68, 15.359375, 139.859801530838, 1380, 13317, 84.09965407812243
69, 15.53125, 141.72782945632935, 1400, 13514, 80.39839745854219
70, 15.71875, 143.4250738620758, 1420, 13706, 78.13342721053093
71, 15.90625, 145.49501776695251, 1440, 13886, 72.65104971008168
72, 16.0625, 147.21093130111694, 1460, 14091, 83.97365662767037
73, 16.265625, 150.12593603134155, 1480, 14290, 81.34809967482043
74, 16.4375, 151.99128413200378, 1500, 14477, 75.75616050540647
75, 16.609375, 153.7695279121399, 1520, 14652, 70.23170846888948
76, 16.78125, 155.50935244560242, 1540, 14835, 73.96894089757208
77, 16.96875, 157.27977514266968, 1560, 15019, 74.44613139513316
78, 17.15625, 159.86023712158203, 1580, 15182, 64.69781326299746
79, 17.453125, 162.33803415298462, 1600, 15397, 88.6771764843368
80, 17.65625, 164.7928388118744, 1620, 15602, 84.24806746186215
81, 17.90625, 167.03705620765686, 1640, 15795, 78.56194148971089
82, 18.21875, 169.65152525901794, 1660, 16000, 84.00043205841126
83, 18.453125, 171.49684500694275, 1680, 16205, 84.06735053625319
84, 18.65625, 174.01957392692566, 1700, 16405, 81.87255561491436
85, 18.96875, 176.29957675933838, 1720, 16601, 80.01841808196635
86, 19.171875, 178.30092191696167, 1740, 16788, 75.88283850713957
87, 19.375, 180.26581358909607, 1760, 16966, 71.60492567780567
88, 19.640625, 182.3025097846985, 1780, 17148, 73.49922495722215
89, 19.875, 184.18121910095215, 1800, 17319, 68.372941896099
90, 20.09375, 186.15522694587708, 1820, 17503, 74.39604909457712
91, 20.40625, 188.3716917037964, 1840, 17678, 70.25412370293627
92, 20.640625, 190.09859132766724, 1860, 17856, 71.66743508436012
93, 20.9375, 192.1242504119873, 1880, 18029, 69.3285102745612
94, 21.203125, 194.48422598838806, 1900, 18214, 74.82362393662348
95, 21.46875, 196.3733594417572, 1920, 18406, 78.01061244033878
96, 21.734375, 198.53056478500366, 1940, 18598, 78.07975719247499
97, 21.953125, 200.34635210037231, 1960, 18785, 75.80792477646291
98, 22.15625, 202.74643921852112, 1980, 18976, 77.62924549488957
99, 22.40625, 204.70175194740295, 2000, 19167, 77.62975906842094
100, 22.625, 206.98334050178528, 2020, 19327, 63.22129687479039
101, 22.84375, 209.39672923088074, 2040, 19538, 86.86267872868783
102, 23.09375, 211.9443883895874, 2060, 19730, 78.18008156561966
103, 23.359375, 214.18577671051025, 2080, 19908, 71.61616387642812
104, 23.578125, 216.28759217262268, 2100, 20121, 87.77218976146963
105, 23.796875, 217.9785327911377, 2120, 20311, 77.21395731788024
106, 24.03125, 219.7118203639984, 2140, 20502, 77.71331530915242
107, 24.265625, 221.84367895126343, 2160, 20675, 69.32760654084207
108, 24.484375, 224.1608762741089, 2180, 20886, 86.99783962546402
109, 24.703125, 226.2202911376953, 2200, 21076, 77.24139833902491
110, 24.90625, 227.97856879234314, 2220, 21263, 75.80029526265147
111, 25.09375, 229.92922258377075, 2240, 21447, 74.38131920230201
112, 25.3125, 232.33378887176514, 2260, 21640, 78.51907540531882
113, 25.5, 233.94125628471375, 2280, 21840, 81.86899810633085
114, 25.703125, 236.26786184310913, 2300, 22040, 81.82102926565963
115, 25.890625, 238.3755555152893, 2320, 22224, 74.3739588175847
116, 26.078125, 240.16922879219055, 2340, 22403, 72.18843864031521
117, 26.265625, 242.49900341033936, 2360, 22573, 67.941490163891
118, 26.453125, 244.3454670906067, 2380, 22762, 76.82457616931077
119, 26.75, 246.9473578929901, 2400, 22956, 79.03080541431271
120, 26.921875, 248.75878357887268, 2420, 23120, 65.08165751136781
121, 27.09375, 250.63213324546814, 2440, 23323, 83.26518065582974
122, 27.25, 253.11218881607056, 2460, 23493, 67.92500845595578
123, 27.375, 255.05086517333984, 2480, 23655, 64.2406713585692
124, 27.515625, 256.83859968185425, 2500, 23831, 70.74869018924883
125, 27.671875, 258.7429873943329, 2520, 24013, 73.40247811228063
126, 27.828125, 261.22283244132996, 2540, 24220, 85.04298083335058
127, 27.984375, 264.3857698440552, 2560, 24407, 75.61924307311388
128, 28.125, 266.21600675582886, 2580, 24610, 83.10708054951378
129, 28.265625, 267.87850546836853, 2600, 24791, 73.06484111749901
130, 28.40625, 270.6147449016571, 2620, 25004, 87.8580643729712
131, 28.53125, 272.7572238445282, 2640, 25182, 71.58560978730854
132, 28.6875, 274.6964385509491, 2660, 25380, 80.91076059289783
133, 28.84375, 276.5032994747162, 2680, 25575, 79.50942482883958
134, 29.015625, 278.2947328090668, 2700, 25754, 72.1473651099006
135, 29.21875, 279.8241891860962, 2720, 25926, 68.88476549198127
136, 29.46875, 281.24629068374634, 2740, 26099, 69.28191245438325
137, 29.75, 284.13156151771545, 2760, 26290, 77.69880715476828
138, 29.953125, 285.6519100666046, 2780, 26476, 75.3733429002409
139, 30.125, 287.0634574890137, 2800, 26645, 67.44978356681916
140, 30.28125, 288.71423864364624, 2820, 26824, 72.17308618651484
141, 30.453125, 290.1498031616211, 2840, 27032, 85.47043317847994
142, 30.59375, 292.0228819847107, 2860, 27213, 73.02552701118425
143, 30.890625, 293.3919241428375, 2880, 27407, 78.99201549811426
144, 31.109375, 294.8649127483368, 2900, 27599, 78.07734095783916
145, 31.28125, 296.35356163978577, 2920, 27777, 71.57515036241024
146, 31.4375, 297.7875053882599, 2940, 27969, 78.04245123839432
147, 31.59375, 299.1523206233978, 2960, 28145, 70.72070422946123
148, 31.796875, 300.70115184783936, 2980, 28351, 84.68516800672111
149, 32.046875, 302.00809383392334, 3000, 28550, 81.45146391227044
150, 32.25, 303.59864687919617, 3020, 28738, 76.34277225479164
151, 32.4375, 305.1008355617523, 3040, 28927, 76.73476406408705
152, 32.609375, 306.42807054519653, 3060, 29112, 74.91333846971568
