Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 2.890625, 11.852719068527222, 120, 6000, -6493.772328678606
2, 3.140625, 28.785931825637817, 140, 7000, -4611.599986100899
3, 3.5, 43.94423985481262, 160, 8000, -8870.027692827727
4, 3.953125, 53.850828886032104, 180, 9000, -9272.879702706161
5, 4.1875, 67.75073790550232, 200, 10000, -8058.055762412239
6, 4.40625, 77.59083771705627, 220, 11000, -10.935463003732911
7, 4.65625, 83.71101951599121, 240, 12000, -32.05871324006172
8, 4.90625, 96.86198830604553, 260, 13000, -10.746335397552055
9, 5.421875, 105.97017240524292, 280, 14000, -6141.491624301138
10, 5.75, 129.59581398963928, 300, 15000, -12.149398781661514
11, 6.125, 142.56777954101562, 320, 16000, -17.91826161627293
12, 6.40625, 154.73755192756653, 340, 17000, -10.079652131030493
13, 6.6875, 164.0202920436859, 360, 18000, -32.7429401021737
14, 6.96875, 208.38493061065674, 380, 19000, -43.23918265127928
15, 7.21875, 226.30577778816223, 400, 20000, -12.509217597938031
16, 7.78125, 239.7499282360077, 420, 21000, -39.09952891975435
17, 8.015625, 255.686448097229, 440, 22000, -9.076579874623201
18, 8.265625, 267.7311952114105, 460, 23000, -11.015307832536243
19, 8.515625, 282.64923191070557, 480, 24000, -24.19394063030592
20, 8.734375, 296.1440224647522, 500, 25000, -9.209014312808815
21, 9.0625, 311.2299449443817, 520, 26000, -10.987706794014912
22, 9.359375, 322.1073360443115, 540, 27000, -88.58811267330057
23, 9.59375, 333.36726236343384, 560, 28000, -9.02968377926187
24, 9.859375, 355.6883053779602, 580, 29000, -16.174673614334623
25, 10.09375, 367.3020193576813, 600, 30000, -33.38876586663631
26, 10.328125, 382.53337574005127, 620, 31000, -18.860240519153113
27, 10.609375, 391.5987243652344, 640, 32000, -17.098319051382752
28, 10.84375, 410.23198080062866, 660, 33000, -11.163962363992644
29, 11.125, 421.6968913078308, 680, 34000, -11.523545924662844
30, 11.421875, 429.9270462989807, 700, 35000, -9.85136741562265
31, 11.71875, 439.9400198459625, 720, 36000, -9.318489165461388
32, 12.0, 451.6251139640808, 740, 37000, -9.702761603854844
33, 12.234375, 463.58822226524353, 760, 38000, -18.726158131811225
34, 13.703125, 480.52954936027527, 780, 39000, -13.661484009742399
35, 14.171875, 492.69080352783203, 800, 40000, -10.285880268010697
36, 14.5625, 501.5783326625824, 820, 41000, -28135.277443987266
37, 14.828125, 517.5844449996948, 840, 42000, -9.552280857448617
38, 15.078125, 531.2264063358307, 860, 43000, -24.014922128123438
39, 15.4375, 545.8461666107178, 880, 44000, -18.910289660243148
40, 15.65625, 555.6487019062042, 900, 45000, -8.658271619430003
41, 16.59375, 572.5601212978363, 920, 46000, -11.341822512196494
42, 16.875, 586.3118958473206, 940, 47000, -8.552808694835587
43, 17.125, 598.5768730640411, 960, 48000, -32.81157892693761
44, 17.375, 612.0373983383179, 980, 49000, -13.834339771792713
45, 17.78125, 631.3328914642334, 1000, 50000, -11.592900553721883
46, 18.0625, 643.4846613407135, 1020, 51000, -108.2129786302168
47, 18.3125, 655.9359443187714, 1040, 52000, -12.438464042054326
48, 18.625, 667.2963166236877, 1060, 53000, -31.828199532759424
49, 18.90625, 679.9118204116821, 1080, 54000, -33.3580180725357
50, 19.171875, 692.6287777423859, 1100, 55000, -24.34367524337357
51, 19.4375, 702.253705739975, 1120, 56000, -10.247125749612348
52, 19.6875, 713.7935755252838, 1140, 57000, -31.753977059086555
53, 20.03125, 726.4915704727173, 1160, 58000, -8.550038520521753
54, 20.296875, 736.9018695354462, 1180, 59000, -10.30442003853848
55, 20.578125, 750.3159875869751, 1200, 60000, -8.352667913575925
56, 20.9375, 766.3951604366302, 1220, 61000, -12.858397463233965
57, 21.1875, 780.3856709003448, 1240, 62000, -9.012969955088007
58, 21.40625, 791.9959051609039, 1260, 63000, -11.325760120709127
59, 21.65625, 804.7381973266602, 1280, 64000, -12.551773624076773
60, 21.921875, 813.7995674610138, 1300, 65000, -10.530185175311932
61, 22.203125, 824.8937888145447, 1320, 66000, -8.912529790516627
62, 22.4375, 858.6985070705414, 1340, 67000, -8.644972909535298
63, 22.765625, 874.5057263374329, 1360, 68000, -9.872228638319871
64, 23.0, 894.4424293041229, 1380, 69000, -25.52328523039215
65, 23.296875, 911.4615385532379, 1400, 70000, -11.791670505296947
66, 23.625, 925.2670252323151, 1420, 71000, -12.623287527805697
67, 23.921875, 945.2190806865692, 1440, 72000, -23.72995384750982
68, 24.171875, 969.008148431778, 1460, 73000, -8.261803618845766
69, 24.4375, 986.7756509780884, 1480, 74000, -32.18049612856696
70, 24.734375, 1002.5209662914276, 1500, 75000, -10.901862073521055
71, 25.171875, 1017.8581969738007, 1520, 76000, -9.436260141083615
72, 25.578125, 1036.9363405704498, 1540, 77000, -10.627736593442147
73, 26.0, 1047.384800195694, 1560, 78000, -15.910622357507936
74, 26.265625, 1068.4229698181152, 1580, 79000, -24.809188398615845
75, 26.5625, 1080.3764576911926, 1600, 80000, -24.43981789582936
76, 26.84375, 1095.72389960289, 1620, 81000, -12.22667577736113
77, 27.171875, 1112.3156366348267, 1640, 82000, -102399.99081351254
78, 27.421875, 1127.0000758171082, 1660, 83000, -8.161873370491664
79, 27.6875, 1143.4873785972595, 1680, 84000, -24.205992596747727
80, 27.9375, 1156.3253335952759, 1700, 85000, -496.61475000274174
81, 28.171875, 1181.0847942829132, 1720, 86000, -10.766453723315713
82, 28.390625, 1199.1635358333588, 1740, 87000, -12145.940289417817
83, 28.65625, 1214.3782601356506, 1760, 88000, -32.384782011632545
84, 28.921875, 1229.7742764949799, 1780, 89000, -20.354624744998382
85, 29.203125, 1240.9811749458313, 1800, 90000, -11.44249749239519
86, 29.46875, 1252.5593039989471, 1820, 91000, -13.38824078853585
87, 29.734375, 1269.3224694728851, 1840, 92000, -10.417228065299463
88, 30.046875, 1284.9274950027466, 1860, 93000, -56.31057535238377
89, 30.3125, 1332.452058315277, 1880, 94000, -16.557901402739052
90, 30.578125, 1410.15908741951, 1900, 95000, -31.786114536487037
