Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 3.4375, 23.3104727268219, 120, 3108, 84.01737123794217
2, 4.25, 41.37070155143738, 140, 4107, 82.32109750607133
3, 4.78125, 56.414844274520874, 160, 5047, 74.18411839009501
4, 5.21875, 76.4572811126709, 180, 6070, 77.3113354985083
5, 5.78125, 90.61915874481201, 200, 7035, 76.68186021514283
6, 6.09375, 101.6744647026062, 220, 7476, -235.50216442668224
7, 6.484375, 114.6429615020752, 240, 8398, 70.09347134466815
8, 7.265625, 139.44741034507751, 260, 9351, 74.98594808382897
9, 7.75, 159.55683517456055, 280, 10335, 79.12969807956517
10, 8.59375, 174.43214440345764, 300, 12295, 139.11026843556948
11, 9.671875, 188.69104385375977, 320, 14279, 142.6848476570324
12, 10.78125, 209.94479370117188, 340, 16295, 153.07035583805794
13, 11.640625, 222.60352969169617, 360, 18332, 155.479639958759
14, 12.40625, 235.90454292297363, 380, 20387, 156.45149122771886
15, 13.3125, 250.283549785614, 400, 22138, 133.8235561091339
16, 13.640625, 271.27271914482117, 420, 23022, 47.93833848931216
17, 14.109375, 292.01474356651306, 440, 24301, 84.54903449725435
18, 14.5, 308.1405351161957, 460, 25391, 68.74587204185016
19, 14.90625, 329.0976836681366, 480, 26496, 71.40569113178165
20, 15.21875, 357.1142098903656, 500, 27175, 35.61137522578177
21, 15.609375, 372.26653480529785, 520, 28355, 76.41705507480903
22, 16.015625, 389.20419931411743, 540, 29433, 69.05495005128746
23, 16.484375, 413.22148513793945, 560, 30393, 58.33633463486353
24, 16.921875, 435.9747385978699, 580, 30908, 24.428441960419477
25, 17.578125, 454.53455090522766, 600, 31885, 62.092398328753916
26, 18.203125, 482.61979389190674, 620, 33079, 77.55952230314918
27, 18.75, 507.3843355178833, 640, 34065, 60.92086597134296
28, 19.203125, 524.5148251056671, 660, 34641, 31.80193720957767
29, 19.578125, 554.9093749523163, 680, 35459, 46.57978808343081
30, 20.15625, 575.9159383773804, 700, 36648, 81.349580214057
31, 21.015625, 593.1445789337158, 720, 37439, 45.202837170920375
32, 21.734375, 611.1678285598755, 740, 38426, 61.695408875989884
33, 22.09375, 631.1337420940399, 760, 39008, 21.83236067460843
34, 22.421875, 648.9841380119324, 780, 39687, 39.26677273078308
35, 22.859375, 661.2460856437683, 800, 40624, 56.64149631044497
36, 23.34375, 675.6273419857025, 820, 41495, 50.545286160753406
37, 23.71875, 692.002316236496, 840, 42395, 52.14997517659174
38, 24.046875, 706.0861086845398, 860, 43199, 46.122505274597756
39, 24.34375, 727.2999296188354, 880, 43913, 36.27629357916287
40, 24.703125, 744.9997131824493, 900, 44712, 47.12822834634377
41, 25.0, 771.5415987968445, 920, 45337, 34.959137332441834
42, 25.328125, 789.181720495224, 940, 46024, 40.01920412061391
