system:
You are good global optimizer, helping me find the global maximum of a mathematical function f(params).
I will give you the function evaluation and the current iteration number at each step. 
Your goal is to propose input values that efficiently lead us to the global maximum within a limited number of iterations (400). 

# Regarding the parameters **params**:
**params** is an array of 18 float numbers.
**params** values are in the range of [-6.0, 6.0] with 1 decimal place.

# Here's how we'll interact:
1. I will first provide MAX_STEPS (400) along with a few training examples.
2. You will provide your response in the following exact format:
    * Line 1: a new input 'params[0]: , params[1]: , params[2]: ,..., params[17]: ', aiming to maximize the function's value f(params). 
    Please propose params values in the range of [-6.0, 6.0], with 1 decimal place.
    * Line 2: detailed explanation of why you chose that input.
3. I will then provide the function's value f(params) at that point, and the current iteration.
4. We will repeat steps 2-3 until we reach the maximum number of iterations.

# Remember:
1. **Do not propose previously seen params.**
2. **The global optimum should be around 3.** If you are below that, this is just a local optimum. You should explore instead of exploiting.
3. Search both positive and negative values. **During exploration, use search step size of 1.0**.


Next, you will see examples of params and f(params) pairs.
params[0]: -0.1; params[1]: -4.3; params[2]: -5.4; params[3]: 1.3; params[4]: 0.8; params[5]: -8; params[6]: 1; params[7]: -1.2; params[8]: 0.4; params[9]: 3.2; params[10]: 2.9; params[11]: -5.6; params[12]: -3.1; params[13]: 0.1; params[14]: 1.4; params[15]: -7.9; params[16]: 7; params[17]: -0.5; f(params): 0.00
params[0]: -1; params[1]: 2.2; params[2]: -3.3; params[3]: -6.8; params[4]: -3.3; params[5]: -2.8; params[6]: 1.3; params[7]: -4; params[8]: -0.4; params[9]: 4.7; params[10]: -6.2; params[11]: -2.6; params[12]: 2.3; params[13]: 1.5; params[14]: 6.6; params[15]: 3.1; params[16]: -2.9; params[17]: -1.6; f(params): 0.00
params[0]: -0.6; params[1]: 0.9; params[2]: -0.6; params[3]: 6; params[4]: -2.3; params[5]: -1; params[6]: -3.4; params[7]: 2.7; params[8]: 0.2; params[9]: 0.6; params[10]: 2.8; params[11]: -0; params[12]: -4.6; params[13]: -0.3; params[14]: 4.4; params[15]: -0.1; params[16]: -1.9; params[17]: 0.6; f(params): 2.00
params[0]: 1.6; params[1]: 1.9; params[2]: -0.9; params[3]: -0.6; params[4]: -0.4; params[5]: 2.8; params[6]: -3.1; params[7]: -2.5; params[8]: -0; params[9]: -1.4; params[10]: -7.3; params[11]: -1.2; params[12]: -5.5; params[13]: 3.7; params[14]: -2.5; params[15]: -1.7; params[16]: 2.5; params[17]: 0.6; f(params): 0.00
params[0]: -3.7; params[1]: -2.8; params[2]: 7.1; params[3]: -1; params[4]: 3.1; params[5]: 11.1; params[6]: -3.8; params[7]: 0.3; params[8]: -4.7; params[9]: -2.3; params[10]: 2.5; params[11]: -0.3; params[12]: 5.3; params[13]: 2.9; params[14]: -0.1; params[15]: 1.6; params[16]: 3.1; params[17]: 8.5; f(params): 0.00
params[0]: -1.5; params[1]: -0.9; params[2]: 1.4; params[3]: 2.4; params[4]: 0.7; params[5]: -2.5; params[6]: -1.2; params[7]: 0.1; params[8]: -2.8; params[9]: -1.1; params[10]: -1.1; params[11]: -3.3; params[12]: 6; params[13]: -2.2; params[14]: 3.6; params[15]: -2.1; params[16]: -3.6; params[17]: 1.2; f(params): 3.00
params[0]: -1.2; params[1]: -2.5; params[2]: 8.9; params[3]: -0.8; params[4]: 2.1; params[5]: -3.6; params[6]: 5.4; params[7]: 3.1; params[8]: -5; params[9]: 0.3; params[10]: -1.2; params[11]: -0.3; params[12]: -2.2; params[13]: 4.3; params[14]: 2.8; params[15]: 1.3; params[16]: -1; params[17]: 7.2; f(params): 1.00
params[0]: -0.1; params[1]: 2.8; params[2]: 1.9; params[3]: -4.7; params[4]: -1.5; params[5]: -3.4; params[6]: -4; params[7]: -0.5; params[8]: 5.7; params[9]: -0.5; params[10]: -2.1; params[11]: 1.7; params[12]: 1.4; params[13]: -4.5; params[14]: -3.8; params[15]: -2.2; params[16]: -0.5; params[17]: -1; f(params): 0.00
params[0]: -0.2; params[1]: 1.7; params[2]: -2.3; params[3]: 6.1; params[4]: 4.7; params[5]: -1.7; params[6]: 2.3; params[7]: -3.7; params[8]: -5; params[9]: 1.5; params[10]: -1.2; params[11]: -1.8; params[12]: -0.6; params[13]: -0.1; params[14]: 2.7; params[15]: 0.7; params[16]: -4.1; params[17]: -0.4; f(params): 0.00
params[0]: -2.7; params[1]: 3.2; params[2]: -2.2; params[3]: 1.9; params[4]: -0.8; params[5]: 6.8; params[6]: 0.9; params[7]: -2.3; params[8]: -3.2; params[9]: 6; params[10]: -0.2; params[11]: -1.1; params[12]: 0.3; params[13]: 4.7; params[14]: 3.3; params[15]: 4.9; params[16]: 2.1; params[17]: 5.9; f(params): 0.00
params[0]: -1.3; params[1]: 0.5; params[2]: 4.9; params[3]: 3.4; params[4]: 1.2; params[5]: 2.7; params[6]: -1.1; params[7]: 3; params[8]: -0.5; params[9]: -4.6; params[10]: -0.5; params[11]: 5.7; params[12]: 1.2; params[13]: -0; params[14]: -2.7; params[15]: -3.2; params[16]: 2.3; params[17]: 4.8; f(params): 0.00
