Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 0.4375, 1.6307790279388428, 40, 13809, 1.0
2, 0.703125, 3.2761662006378174, 60, 23395, 1.15
3, 0.953125, 4.923766851425171, 80, 33129, 1.15
4, 1.09375, 6.353731870651245, 100, 37497, 0.15
5, 1.3125, 9.114469528198242, 120, 45412, 0.85
6, 1.4375, 13.042782545089722, 140, 49472, 0.1
7, 1.671875, 14.309059619903564, 160, 59375, 1.2
8, 1.859375, 16.22202706336975, 180, 67129, 0.85
9, 2.0625, 17.757530212402344, 200, 74717, 0.75
10, 2.28125, 19.119067907333374, 220, 83238, 0.95
11, 2.484375, 20.600264310836792, 240, 91294, 0.9
12, 2.75, 22.67256784439087, 260, 100735, 1.0
13, 3.015625, 24.11678123474121, 280, 110636, 1.2
14, 3.203125, 25.27425479888916, 300, 118081, 0.85
15, 3.328125, 26.368401765823364, 320, 123075, 0.35
16, 3.484375, 27.942351818084717, 340, 129138, 0.6
17, 3.671875, 29.324281930923462, 360, 137047, 0.75
18, 3.796875, 30.461588621139526, 380, 140959, 0.2
19, 3.984375, 31.776100635528564, 400, 148865, 0.9
20, 4.21875, 33.27657723426819, 420, 157690, 1.0
21, 4.390625, 34.36882400512695, 440, 165131, 0.75
22, 4.59375, 35.46730875968933, 460, 173033, 0.75
23, 4.796875, 37.14458203315735, 480, 180790, 0.85
24, 5.0625, 38.52991485595703, 500, 190843, 1.2
25, 5.1875, 40.143455505371094, 520, 195681, 0.35
26, 5.34375, 41.50429582595825, 540, 201121, 0.3
27, 5.515625, 42.815455198287964, 560, 208562, 0.8
28, 5.75, 44.351845502853394, 580, 217847, 1.0
29, 6.015625, 45.694608211517334, 600, 228508, 1.35
30, 6.21875, 47.022817850112915, 620, 237021, 1.0
31, 6.5, 48.671329498291016, 640, 247523, 1.2
32, 6.75, 50.08299994468689, 660, 256044, 1.0
33, 7.0, 51.60176610946655, 680, 265172, 1.05
34, 7.234375, 52.89309883117676, 700, 274298, 0.95
35, 7.453125, 54.110105752944946, 720, 282357, 1.05
36, 7.640625, 55.54665732383728, 740, 291030, 1.05
37, 7.875, 56.967838287353516, 760, 300005, 1.05
38, 8.109375, 58.74443745613098, 780, 309143, 1.0
39, 8.34375, 59.98148846626282, 800, 318266, 1.0
