Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 4.578125, 4.768060207366943, 20, 19980, -262.13777410461455
2, 9.25, 10.204186201095581, 40, 39960, -179.2389805239464
3, 13.109375, 14.89698314666748, 60, 59940, -37.160514882432686
4, 16.09375, 19.713544607162476, 80, 79920, 0.0
5, 20.40625, 28.42979121208191, 100, 99900, -360.47382974934226
6, 25.46875, 34.085529088974, 120, 119880, -1046.5630168475311
7, 30.3125, 36.59515142440796, 140, 139860, -1710.6981417959628
8, 34.9375, 41.52657651901245, 160, 159840, -492.2506770916963
9, 39.765625, 51.836084604263306, 180, 179820, -3085.115005394101
10, 44.296875, 57.373331785202026, 200, 199800, -99.89999999999858
11, 48.71875, 62.32464075088501, 220, 219780, -656.2447306466075
12, 52.5625, 72.09166407585144, 240, 239760, -18.975523578412698
13, 55.96875, 82.58571910858154, 260, 259740, -389.7733779648908
14, 59.515625, 89.81391215324402, 280, 279720, -399.59999999999434
15, 62.328125, 94.6586287021637, 300, 299700, -145.91371605669252
16, 65.0, 100.0872552394867, 320, 319680, -218.1945906162601
17, 66.75, 109.86998581886292, 340, 339660, -56.18889819823139
18, 68.421875, 113.06893396377563, 360, 359640, -1195.2672713263134
19, 70.25, 121.5885362625122, 380, 379620, -166.7919044366999
20, 73.796875, 128.54104447364807, 400, 399600, -486.8290705542733
21, 78.171875, 134.78061389923096, 420, 419580, -2661.578005243431
22, 81.734375, 139.70075130462646, 440, 439560, -4099.328613677683
23, 85.0625, 151.27197694778442, 460, 459540, -66.6468635191198
24, 87.859375, 155.7718267440796, 480, 479520, -60.017389890540095
25, 90.921875, 162.34051394462585, 500, 499500, -45.11053110866551
26, 94.234375, 166.0587170124054, 520, 519480, -899.0999999999847
27, 97.5625, 173.08715343475342, 540, 539460, -270.1685708749878
28, 100.59375, 183.26998090744019, 560, 559440, -2497.5
29, 102.84375, 190.5911693572998, 580, 579420, -166.09315834690776
