Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 66.40625, 17.161062240600586, 120, 120000, 119.05656656876627
2, 75.453125, 28.59680962562561, 140, 140000, 97.60272379135753
3, 87.3125, 260.84258913993835, 160, 160000, -71.37554123981116
4, 94.859375, 288.9928538799286, 180, 180000, 90.92826788668411
5, 105.09375, 538.5675599575043, 200, 200000, 97.06899026228362
6, 112.390625, 592.4254081249237, 220, 220000, 62.413689550814716
7, 122.609375, 647.0357115268707, 240, 240000, 75.46908815236364
8, 131.015625, 762.1372344493866, 260, 260000, 87.02999955222289
9, 139.484375, 799.9128193855286, 280, 280000, 101.29531143140524
10, 147.40625, 815.9158809185028, 300, 300000, 24.38563199171923
11, 156.671875, 835.936154127121, 320, 320000, 69.04536466638724
12, 164.640625, 852.267956495285, 340, 340000, 87.40316616489136
13, 172.296875, 870.5688984394073, 360, 360000, 61.84370783552079
14, 181.625, 893.0777921676636, 380, 380000, 113.55004979872857
15, 189.6875, 904.6600782871246, 400, 400000, 65.88049426813538
16, 197.609375, 918.9854476451874, 420, 420000, 79.83209504595284
17, 210.734375, 940.4046924114227, 440, 440000, -7.428197649925515
18, 220.59375, 950.3580014705658, 460, 460000, 38.09624488752108
19, 230.796875, 958.9464802742004, 480, 480000, 100.79379623097324
20, 239.609375, 969.4572811126709, 500, 500000, 60.70985859036025
21, 250.75, 986.4571993350983, 520, 520000, 58.908000165579026
22, 259.703125, 997.0884630680084, 540, 540000, 113.25754803630628
23, 272.53125, 1019.5641906261444, 560, 560000, 76.82667809709929
24, 281.40625, 1029.2599747180939, 580, 580000, 97.73770944955115
25, 288.09375, 1051.6949236392975, 600, 600000, 106.38660067908059
26, 299.21875, 1069.214749097824, 620, 620000, -3.9823316400544035
27, 308.71875, 1082.0479927062988, 640, 640000, 80.56877049600133
28, 318.1875, 1094.2132003307343, 660, 660000, 19.122209509824618
29, 328.90625, 1103.1942956447601, 680, 680000, 81.9206400277782
30, 338.46875, 1114.961320400238, 700, 700000, -8.543925439590655
31, 345.71875, 1142.3893506526947, 720, 720000, 127.03796544717125
32, 353.484375, 1166.315616607666, 740, 740000, 118.22524189731999
33, 364.125, 1181.355562210083, 760, 760000, 117.67982447718074
34, 373.65625, 1190.6824717521667, 780, 780000, 109.05595450439537
35, 384.5, 1206.4203624725342, 800, 800000, 114.58627911376361
36, 394.25, 1214.5870311260223, 820, 820000, 81.00352744832495
37, 403.96875, 1229.6322276592255, 840, 840000, 65.97428657786676
38, 416.703125, 1241.0577597618103, 860, 860000, 77.60824014927952
39, 426.015625, 1261.602053642273, 880, 880000, 114.70395688304416
40, 437.078125, 1280.690972328186, 900, 900000, 116.56478131080458
41, 448.296875, 1308.5694680213928, 920, 920000, 117.73478535151148
