Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 2.671875, 2.7719576358795166, 20, 19980, -47.22834983146404
2, 4.296875, 4.156779527664185, 40, 39960, -19.026592523514317
3, 6.1875, 5.991901636123657, 60, 59940, -279.97723368089817
4, 7.796875, 8.570730686187744, 80, 79920, -1671.0278360559867
5, 9.421875, 11.37909460067749, 100, 99900, -899.0999999999847
6, 10.71875, 14.485702991485596, 120, 116116, -26.42161771303622
7, 12.3125, 16.666472673416138, 140, 136096, -50.02683238876304
8, 13.890625, 20.327747106552124, 160, 156076, -105.6857539711768
9, 15.53125, 23.143928289413452, 180, 176056, -4112.000865218177
10, 17.109375, 27.137637853622437, 200, 196036, -57.3184845817936
11, 18.703125, 30.144079208374023, 220, 216016, -165.92210733468715
12, 20.265625, 36.538591146469116, 240, 235996, -47.16038967169009
13, 21.859375, 39.20234155654907, 260, 255976, -1014.2040730856573
14, 23.484375, 42.85273241996765, 280, 275956, -2726.3671503197716
15, 25.078125, 49.91182208061218, 300, 295936, -399.8650883940034
16, 26.75, 53.00961375236511, 320, 315916, -165.91842584337104
17, 28.375, 56.31533861160278, 340, 335896, -518.9532702483106
18, 29.9375, 63.09131145477295, 360, 355876, -99.89999999999858
19, 31.515625, 68.31181263923645, 380, 375856, -54.7168075310536
20, 33.09375, 71.55618023872375, 400, 395836, -399.59999999999434
21, 34.71875, 76.45297813415527, 420, 415816, -662.7066907474695
22, 36.296875, 78.8215229511261, 440, 435796, -62.72615244174212
23, 37.90625, 84.0022292137146, 460, 455776, -358.99916151846554
24, 39.484375, 88.77266097068787, 480, 475756, -251.22028186701726
25, 41.078125, 96.2762234210968, 500, 495736, -131.05590559706906
26, 42.796875, 99.82936978340149, 520, 515716, -1271.6607367980753
27, 44.390625, 105.76483941078186, 540, 535696, -2643.4738580157837
28, 46.015625, 108.64782428741455, 560, 555676, -1196.6754407484036
29, 47.609375, 113.34125065803528, 580, 575656, -825.1771718896904
30, 49.171875, 118.97086930274963, 600, 595636, -37.20052490841907
31, 50.796875, 128.65667343139648, 620, 615616, -270.2063429736037
32, 52.328125, 135.9861798286438, 640, 635596, -37.81923097928654
33, 53.9375, 142.6642837524414, 660, 655576, -263.1576430779975
34, 55.5, 146.61694192886353, 680, 675556, -2497.5
35, 57.21875, 150.98589754104614, 700, 695536, -520.7680630132074
36, 58.828125, 155.02968764305115, 720, 715516, -98.56856128977644
37, 60.421875, 159.93298864364624, 740, 735496, -2080.446705586784
38, 62.125, 166.51876950263977, 760, 755476, -677.7453530832931
39, 63.703125, 169.77662801742554, 780, 775456, -620.7628948895224
