7.0, 1.8, -3.5, -0.3, 1.6, -1.0, -4.0, 1.2, 2.5, 1.9
parameter ends

state | action | reward
[-0.05] | 0 | 1.0
-0.04803082346916199 | 1 | 1.0
-0.05165234953165054 | 0 | 1.0
-0.051358163356781006 | 1 | 1.0
-0.05495358258485794 | 0 | 1.0
-0.05463481694459915 | 1 | 1.0
-0.05820733308792114 | 0 | 1.0
-0.057866938412189484 | 1 | 1.0
-0.061419159173965454 | 0 | 1.0
-0.06105949729681015 | 1 | 1.0
-0.06459350138902664 | 0 | 1.0
-0.06421642005443573 | 1 | 1.0
-0.06773380935192108 | 0 | 1.0
-0.06734070926904678 | 1 | 1.0
-0.07084263861179352 | 0 | 1.0
-0.07043448835611343 | 1 | 1.0
-0.07392172515392303 | 0 | 1.0
-0.07349910587072372 | 1 | 1.0
-0.07697203010320663 | 0 | 1.0
-0.07653515785932541 | 0 | 1.0
-0.07999379932880402 | 1 | 1.0
-0.08734698593616486 | 0 | 1.0
-0.0907909944653511 | 1 | 1.0
-0.09813272207975388 | 0 | 1.0
-0.10156808793544769 | 1 | 1.0
-0.10890411585569382 | 0 | 1.0
-0.11233652383089066 | 1 | 1.0
-0.11967240273952484 | 0 | 1.0
-0.12310741096735 | 1 | 1.0
-0.1304486244916916 | 1 | 1.0
-0.1338917762041092 | 0 | 1.0
-0.13343928754329681 | 1 | 1.0
-0.1368962675333023 | 0 | 1.0
-0.1364571750164032 | 1 | 1.0
-0.13992725312709808 | 0 | 1.0
-0.13950100541114807 | 1 | 1.0
-0.1429837942123413 | 0 | 1.0
-0.14257018268108368 | 1 | 1.0
-0.1460656076669693 | 0 | 1.0
-0.14566470682621002 | 1 | 1.0
-0.14917302131652832 | 0 | 1.0
-0.14878526329994202 | 1 | 1.0
-0.15230701863765717 | 0 | 1.0
-0.15193314850330353 | 1 | 1.0
-0.15546926856040955 | 0 | 1.0
-0.15511034429073334 | 1 | 1.0
-0.15866206586360931 | 0 | 1.0
-0.15831954777240753 | 1 | 1.0
-0.1618884801864624 | 1 | 1.0
-0.1615642011165619 | 0 | 1.0
-0.15734824538230896 | 1 | 1.0
-0.15704448521137238 | 0 | 1.0
-0.15284688770771027 | 1 | 1.0
-0.15255972743034363 | 0 | 1.0
-0.14837685227394104 | 1 | 1.0
-0.14810281991958618 | 0 | 1.0
-0.14393141865730286 | 1 | 1.0
-0.14366744458675385 | 0 | 1.0
-0.13950462639331818 | 1 | 1.0
-0.13924789428710938 | 0 | 1.0
-0.13509097695350647 | 1 | 1.0
-0.13483892381191254 | 0 | 1.0
-0.13068543374538422 | 1 | 1.0
-0.13043563067913055 | 0 | 1.0
-0.126283198595047 | 1 | 1.0
-0.12603329122066498 | 0 | 1.0
-0.12187961488962173 | 1 | 1.0
-0.12162729352712631 | 0 | 1.0
-0.11747004836797714 | 1 | 1.0
-0.11721296608448029 | 0 | 1.0
-0.11304978281259537 | 1 | 1.0
-0.11278550326824188 | 0 | 1.0
-0.10861388593912125 | 1 | 1.0
-0.108339823782444 | 0 | 1.0
-0.10415710508823395 | 1 | 1.0
-0.1038704663515091 | 0 | 1.0
-0.09967373311519623 | 0 | 1.0
-0.09937143325805664 | 1 | 1.0
-0.1029617190361023 | 0 | 1.0
-0.10264032334089279 | 1 | 1.0
-0.10621307045221329 | 0 | 1.0
-0.10587538778781891 | 1 | 1.0
-0.10943315923213959 | 0 | 1.0
-0.10908155888319016 | 1 | 1.0
-0.11262650042772293 | 0 | 1.0
-0.11226298660039902 | 1 | 1.0
-0.11579690873622894 | 0 | 1.0
-0.11542312800884247 | 1 | 1.0
-0.11894754320383072 | 0 | 1.0
-0.1185648962855339 | 1 | 1.0
-0.12208106368780136 | 0 | 1.0
-0.12169069051742554 | 1 | 1.0
-0.12519963085651398 | 0 | 1.0
-0.12480247020721436 | 1 | 1.0
-0.12830503284931183 | 0 | 1.0
-0.1279018372297287 | 1 | 1.0
-0.13139869272708893 | 0 | 1.0
-0.13099005818367004 | 1 | 1.0
-0.13448171317577362 | 0 | 1.0
-0.1340680867433548 | 1 | 1.0
-0.13755492866039276 | 0 | 1.0
-0.13713662326335907 | 1 | 1.0
-0.14061890542507172 | 0 | 1.0
-0.14019612967967987 | 1 | 1.0
-0.14367398619651794 | 0 | 1.0
-0.14324679970741272 | 1 | 1.0
-0.14672024548053741 | 0 | 1.0
-0.14628863334655762 | 1 | 1.0
-0.14975760877132416 | 0 | 1.0
-0.14932142198085785 | 1 | 1.0
-0.15278568863868713 | 0 | 1.0
-0.15234467387199402 | 1 | 1.0
-0.15580394864082336 | 0 | 1.0
-0.1553577333688736 | 1 | 1.0
-0.1588115692138672 | 0 | 1.0
-0.15835964679718018 | 1 | 1.0
-0.16180747747421265 | 0 | 1.0
-0.16134922206401825 | 1 | 1.0
-0.1647903174161911 | 0 | 1.0
-0.16432493925094604 | 1 | 1.0
-0.16775844991207123 | 0 | 1.0
-0.1672849804162979 | 1 | 1.0
-0.17070983350276947 | 0 | 1.0
