Iteration, Lambda, VLM Invoked, Phase, Num Frames
0, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
1, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
2, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
3, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
4, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
5, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
6, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
7, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
8, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
9, 1.000, False, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 0
10, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
11, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
12, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
13, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
14, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
15, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
16, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
17, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
18, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
19, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
20, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
21, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
22, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
23, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
24, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
25, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
26, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
27, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
28, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
29, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
30, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
31, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
32, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
33, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
34, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
35, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
36, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
37, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
38, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
39, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
40, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
41, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
42, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
43, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
44, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
45, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
46, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
47, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
48, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
49, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
50, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
51, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
52, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
53, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
54, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
55, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
56, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
57, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
58, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
59, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
60, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
61, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
62, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
63, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
64, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
65, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
66, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
67, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
68, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
69, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
70, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
71, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
72, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
73, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
74, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
75, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
76, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 2
77, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
78, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
79, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 3
