Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
0, 1.72, 9.09, 40, 2205, 109.09
1, 2.50, 20.94, 60, 4435, 121.41
2, 3.16, 37.82, 80, 6440, 108.86
3, 3.97, 53.45, 100, 8598, 123.65
4, 4.70, 66.36, 120, 10688, 115.88
5, 5.33, 82.37, 140, 12650, 108.07
6, 6.12, 98.79, 160, 14616, 112.25
7, 7.47, 112.64, 180, 16696, 99.55
8, 8.75, 136.33, 200, 18777, 120.25
9, 9.89, 150.65, 220, 20611, 107.20
10, 12.27, 177.52, 241, 22998, 127.31
11, 14.27, 198.29, 262, 25004, 110.79
12, 16.59, 235.54, 283, 27538, 133.36
13, 19.34, 275.86, 304, 29553, 110.53
14, 21.58, 306.30, 325, 31610, 113.09
15, 23.33, 336.14, 346, 33558, 108.43
16, 25.14, 366.48, 367, 35853, 122.99
17, 27.00, 387.05, 388, 38288, 131.63
18, 29.05, 412.43, 409, 40877, 135.47
19, 30.83, 437.44, 430, 43446, 136.74
20, 32.52, 469.98, 451, 45973, 133.33
21, 34.38, 492.21, 472, 48419, 131.54
22, 37.61, 517.23, 493, 50947, 133.63
23, 40.09, 536.49, 514, 53391, 130.97
24, 42.88, 562.26, 535, 55882, 133.07
25, 45.20, 581.65, 556, 58419, 135.72
26, 46.91, 601.82, 577, 60919, 134.32
27, 48.81, 627.71, 598, 62822, 105.09
28, 50.95, 646.96, 619, 65361, 135.81
29, 53.42, 668.21, 640, 67853, 132.98
30, 55.97, 688.70, 661, 70369, 134.71
31, 58.06, 707.45, 682, 72496, 112.81
32, 59.94, 736.14, 703, 75030, 132.96
33, 62.30, 757.23, 724, 77504, 132.02
34, 64.27, 780.46, 745, 79912, 131.60
35, 65.81, 801.69, 766, 81318, 80.47
36, 67.48, 818.79, 787, 83717, 128.74
37, 69.03, 843.91, 808, 85943, 116.24
38, 70.62, 866.60, 829, 88397, 131.78
39, 72.25, 888.81, 850, 90700, 122.10
40, 74.64, 914.12, 871, 93308, 138.89
41, 76.00, 934.69, 892, 93637, -47.04
42, 77.48, 959.93, 913, 94676, 67.53
43, 80.02, 979.36, 934, 97086, 131.87
44, 81.94, 1005.64, 955, 99474, 128.40
45, 84.27, 1030.22, 976, 101359, 103.96
46, 86.70, 1054.23, 997, 103906, 137.14
47, 89.08, 1074.22, 1018, 106412, 133.47
48, 91.22, 1096.37, 1039, 108757, 126.42
49, 93.25, 1119.12, 1060, 111253, 133.45
50, 95.41, 1153.46, 1081, 113899, 138.83
51, 97.27, 1181.09, 1102, 116346, 132.33
52, 98.97, 1202.66, 1123, 118339, 108.82
53, 101.03, 1219.61, 1144, 120896, 138.71
54, 103.00, 1240.35, 1165, 123214, 123.85
55, 103.98, 1263.76, 1186, 123510, -1.87
56, 105.09, 1294.63, 1207, 125715, 123.74
57, 106.88, 1317.02, 1228, 128381, 142.09
58, 109.25, 1348.80, 1249, 130856, 132.41
59, 111.44, 1381.44, 1270, 132683, 99.13
60, 113.36, 1404.18, 1291, 135146, 133.20
61, 115.08, 1431.92, 1312, 137231, 113.16
62, 117.30, 1467.89, 1333, 139913, 142.71
63, 119.42, 1491.02, 1354, 142467, 136.41
64, 120.83, 1510.55, 1375, 142783, -1.55
65, 122.53, 1533.71, 1396, 144842, 117.47
66, 124.98, 1553.48, 1417, 147519, 141.53
67, 127.31, 1578.30, 1438, 149776, 120.35
68, 129.77, 1609.23, 1459, 152420, 140.94
69, 131.56, 1633.03, 1480, 154719, 123.98
70, 133.33, 1658.51, 1501, 157365, 141.53
71, 134.88, 1678.73, 1522, 159730, 127.40
72, 136.34, 1705.46, 1543, 162326, 138.77
73, 138.72, 1727.35, 1564, 164758, 130.50
74, 139.94, 1762.22, 1585, 165042, -1.31
75, 142.00, 1784.68, 1606, 166874, 106.35
76, 143.91, 1803.38, 1627, 169574, 144.87
77, 146.22, 1825.44, 1648, 172080, 133.07
78, 149.20, 1858.01, 1669, 174931, 111.28
79, 151.97, 1884.83, 1690, 177473, 131.04
80, 153.80, 1907.82, 1711, 178500, 25.89
81, 155.73, 1932.35, 1732, 180670, 121.21
82, 157.86, 1959.22, 1753, 183361, 143.10
83, 159.88, 1983.12, 1774, 185781, 129.81
84, 162.00, 2012.11, 1795, 188416, 141.43
85, 164.23, 2037.07, 1816, 190907, 133.35
86, 165.38, 2059.03, 1837, 191473, 37.62
87, 166.58, 2080.83, 1858, 193665, 122.83
88, 168.16, 2106.40, 1879, 196264, 138.98
89, 169.78, 2130.74, 1900, 198581, 123.68
90, 172.23, 2155.01, 1921, 201247, 141.07
91, 174.62, 2187.92, 1942, 203510, 120.91
92, 177.45, 2218.17, 1963, 206743, 140.57
93, 179.78, 2240.56, 1984, 209316, 133.21
94, 182.11, 2269.97, 2005, 212120, 101.50
95, 184.39, 2302.07, 2026, 214693, 130.63
96, 187.38, 2328.76, 2047, 217887, 135.89
97, 190.66, 2352.95, 2068, 220176, 101.41
98, 192.81, 2379.72, 2089, 222318, 113.60
99, 194.92, 2404.14, 2110, 225778, 142.23
100, 196.69, 2428.39, 2131, 227921, 112.13
101, 198.83, 2454.27, 2152, 231388, 142.68
102, 200.45, 2482.61, 2173, 233752, 120.85
103, 202.47, 2512.50, 2194, 237368, 140.08
104, 204.47, 2529.08, 2215, 240394, 142.03
105, 206.31, 2549.77, 2236, 243625, 135.46
106, 209.12, 2581.07, 2257, 247012, 139.48
107, 212.44, 2606.87, 2278, 250252, 126.44
108, 215.17, 2633.95, 2299, 252793, 112.00
109, 217.72, 2661.62, 2320, 255844, 136.04
110, 220.66, 2703.83, 2341, 258622, 138.71
111, 223.19, 2733.39, 2362, 261782, 142.93
112, 226.73, 2766.51, 2383, 265428, 141.84
113, 229.53, 2794.10, 2404, 268497, 121.50
114, 232.97, 2821.19, 2425, 272164, 143.69
115, 235.69, 2849.48, 2446, 275707, 132.51
116, 236.80, 2881.47, 2467, 276101, 2.85
117, 238.25, 2906.58, 2488, 279052, 127.27
118, 240.44, 2936.46, 2509, 282632, 142.45
119, 242.17, 2960.32, 2530, 285984, 138.08
120, 244.72, 2984.55, 2551, 289185, 126.08
121, 247.89, 3005.89, 2572, 292695, 148.46
122, 251.12, 3028.58, 2593, 296312, 144.89
123, 254.34, 3056.43, 2614, 299249, 109.22
124, 257.41, 3094.58, 2635, 302249, 116.64
125, 260.08, 3125.52, 2656, 305519, 130.59
126, 263.44, 3152.61, 2677, 308924, 159.86
127, 265.98, 3175.06, 2698, 310917, 104.15
128, 269.53, 3208.29, 2719, 314689, 150.84
129, 272.64, 3244.35, 2740, 318179, 129.30
130, 275.22, 3275.39, 2761, 321961, 154.67
131, 277.70, 3299.88, 2782, 325157, 134.57
132, 279.28, 3324.74, 2803, 327161, 104.27
133, 280.88, 3351.14, 2824, 330094, 139.28
134, 282.97, 3385.87, 2845, 333673, 135.90
135, 285.61, 3410.43, 2866, 336559, 131.35
136, 288.67, 3441.33, 2887, 339712, 128.86
137, 291.98, 3470.60, 2908, 343501, 153.03
138, 294.16, 3500.17, 2929, 346696, 147.64
139, 297.16, 3532.20, 2950, 349986, 128.04
140, 299.38, 3568.56, 2971, 353270, 142.45
141, 302.11, 3597.82, 2992, 355396, 106.95
142, 304.44, 3627.66, 3013, 358331, 138.25
143, 306.91, 3656.51, 3034, 361738, 139.60
144, 308.47, 3683.62, 3055, 362073, 1.60
145, 309.86, 3714.02, 3076, 364404, 124.71
146, 311.88, 3745.39, 3097, 368247, 162.64
147, 313.75, 3776.31, 3118, 371667, 133.14
148, 315.30, 3806.73, 3139, 374097, 96.22
