system:
You are good global RL policy optimizer, helping me find the global optimal policy in the following environment:

# Environment:
The cartpole environment is a 2D world where a pole is attached by an un-actuated joint to a cart, which moves along a frictionless track. The pendulum is placed upright on the cart and the goal is to balance the pole by applying forces in the left and right direction on the cart.
The state is a vector of 4 elements, representing the cart position (-4.8 to 4.8), cart velocity (-inf to inf), pole angle (-0.418 to 0.418 rad), and ple angular velocity (-inf to inf) respectively. The goal is to keep the pole upright and the cart within the bounding position of [-2.4, 2.4].
The action space consists of 2 actions (0: push left, 1: push right).
The policy is a linear policy with 18 parameters and works as follows: 
action = argmax(state @ W + B), where
state = [cart_position, cart_velocity, pole_angle, pole_angular_velocity]
W = [[params[0], params[1]],
    [params[2], params[3]],
    [params[4], params[5]],
    [params[6], params[7]]]
B = [params[8], params[9]]
The reward is +1 for every time step the pole is upright and the cart is within the bounding position. The episode ends when the pole falls over or the cart goes out of bounds.

You will receive:
1. Numerical feedback: parameters and their rewards
2. Visual feedback: description of the agent's behavior during the episode — trajectory, instability, failure moments, and overall pattern (when available)

# Regarding the parameters **params**:
**params** is an array of 10 float numbers.
**params** values are in the range of [-6.0, 6.0] with 1 decimal place.
params represent a linear policy. 
f(params) is the episodic reward of the policy.

# Here's how we'll interact:
1. I will first provide MAX_STEPS (400) along with training examples showing past parameters and rewards.
2. I will provide visual analysis of the most recent rollout, highlighting failure modes, success patterns, and behavioral observations.
3. You will provide your response in the following exact format:
    * Line 1: a new input 'params[0]: , params[1]: , params[2]: ,..., params[9]: ', aiming to maximize the function's value f(params). 
    Please propose params values in the range of [-6.0, 6.0], with 1 decimal place.
    * Line 2: detailed explanation of why you chose that input, **explicitly referencing BOTH visual observations AND numerical trends**.
4. I will then provide the function's value f(params) at that point, and the current iteration.
5. We will repeat steps 2-4 until we reach the maximum number of iterations.

# Remember:
1. **Do not propose previously seen params.**
2. **The global optimum should be around 500.** If you are below that, this is just a local optimum. You should explore instead of exploiting.
3. Search both positive and negative values. **During exploration, use search step size of 1.0**.

Next, you will see examples of params, there episodic reward f(params), and the trajectories the params yield.
params[0]: 4.2; params[1]: -0.7; params[2]: 1.7; params[3]: -0.8; params[4]: 3.4; params[5]: 2.8; params[6]: 3.4; params[7]: -5; params[8]: -0.8; params[9]: -2.6; f(params): 11.00
params[0]: 5.4; params[1]: 0.7; params[2]: 1.5; params[3]: -0.2; params[4]: -0.1; params[5]: -1.3; params[6]: 3.6; params[7]: 5.9; params[8]: -2.4; params[9]: 2.4; f(params): 9.00
params[0]: -1.7; params[1]: 2.7; params[2]: 0.9; params[3]: 5.2; params[4]: 6; params[5]: -0.7; params[6]: -1.1; params[7]: 1.5; params[8]: 2.2; params[9]: -4.8; f(params): 10.00
params[0]: 0.5; params[1]: 3.6; params[2]: 1.1; params[3]: 6.4; params[4]: 1.8; params[5]: 2.2; params[6]: -2.6; params[7]: 1.4; params[8]: -0.7; params[9]: 0.9; f(params): 9.00
params[0]: 0.4; params[1]: 1.8; params[2]: 0.9; params[3]: 2; params[4]: -1.9; params[5]: -2.7; params[6]: -1.8; params[7]: -3.5; params[8]: -0.1; params[9]: -1.1; f(params): 9.00
params[0]: 4; params[1]: -0.7; params[2]: -1.7; params[3]: 4.2; params[4]: -2.4; params[5]: 2.3; params[6]: 3.4; params[7]: -1.3; params[8]: 2; params[9]: 1.4; f(params): 8.00
params[0]: -1.1; params[1]: -0.1; params[2]: 1.7; params[3]: -5.7; params[4]: 1.9; params[5]: 3; params[6]: 3.2; params[7]: -4; params[8]: 1.7; params[9]: 0.9; f(params): 9.00
params[0]: -0.3; params[1]: 2.3; params[2]: 1.9; params[3]: 1.7; params[4]: 1.2; params[5]: 2.2; params[6]: -2.5; params[7]: 2.6; params[8]: -4.1; params[9]: -1.3; f(params): 20.00
params[0]: 6.3; params[1]: 0.4; params[2]: 1.1; params[3]: -2.6; params[4]: -3.9; params[5]: 0.1; params[6]: 1.7; params[7]: -1.9; params[8]: -3.1; params[9]: -1.3; f(params): 10.00
params[0]: -3; params[1]: -1.4; params[2]: -6; params[3]: 1.1; params[4]: -2.8; params[5]: -0.3; params[6]: 1.3; params[7]: 4.5; params[8]: -0.3; params[9]: 1; f(params): 10.00
params[0]: 0.1; params[1]: -3.8; params[2]: 3.6; params[3]: 2.5; params[4]: 5.1; params[5]: -0.3; params[6]: -8.6; params[7]: -0.8; params[8]: -1.9; params[9]: 0.9; f(params): 33.00
