Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
1, 0.78125, 17.136964797973633, 40, 1209, -150.75
2, 0.921875, 23.256881713867188, 60, 1562, -116.75
3, 1.03125, 32.48182916641235, 80, 1836, -136.5
4, 1.140625, 39.38929319381714, 100, 2090, -141.5
5, 1.703125, 45.67623591423035, 120, 4063, 170.275
6, 2.109375, 51.94207048416138, 140, 5537, 62.025
7, 2.234375, 59.03656578063965, 160, 5938, -104.75
8, 2.40625, 63.70714569091797, 180, 6356, -100.5
9, 2.5, 68.74763298034668, 200, 6589, -146.75
10, 2.59375, 73.69754838943481, 220, 6830, -148.6
11, 2.671875, 77.59523487091064, 240, 7031, -154.75
12, 3.09375, 84.32663679122925, 260, 8509, 83.1
13, 3.203125, 90.00510907173157, 280, 8875, -113.5
14, 3.3125, 99.00596189498901, 300, 9190, -126.25
15, 3.40625, 104.56756114959717, 320, 9507, -125.75
16, 3.546875, 112.06832146644592, 340, 9855, -118.0
17, 3.71875, 124.14109969139099, 360, 10366, -92.65
18, 4.078125, 135.06808853149414, 380, 11631, 64.5
19, 4.15625, 144.03657627105713, 400, 11810, -160.25
20, 4.484375, 152.25663471221924, 420, 12945, 8.35
21, 4.578125, 159.32261633872986, 440, 13205, -140.0
22, 4.671875, 166.40306615829468, 460, 13421, -151.0
23, 4.96875, 177.55240964889526, 480, 14443, -3.4
24, 5.40625, 187.7090358734131, 500, 15917, 72.475
25, 5.578125, 195.36108016967773, 520, 16464, -96.85
26, 5.6875, 203.27463722229004, 540, 16781, -125.75
27, 6.203125, 213.1716423034668, 560, 18593, 153.95
28, 6.4375, 220.60897088050842, 580, 19373, -43.825
29, 6.75, 230.59233784675598, 600, 20547, 32.675
30, 6.84375, 236.4298801422119, 620, 20799, -142.825
31, 6.953125, 244.64373064041138, 640, 21069, -137.5
32, 7.40625, 254.42956852912903, 660, 22743, 122.75
33, 7.5, 260.4355192184448, 680, 22960, -150.75
34, 7.796875, 266.86271047592163, 700, 23986, -6.25
35, 8.109375, 277.0103826522827, 720, 25027, 12.075
36, 8.203125, 286.7350962162018, 740, 25299, -137.0
37, 8.71875, 297.64987230300903, 760, 27057, 91.5
38, 9.171875, 311.84344506263733, 780, 28594, 61.275
39, 9.234375, 319.28067421913147, 800, 28787, -156.75
40, 9.625, 330.2005660533905, 820, 30088, 54.525
41, 9.984375, 343.4126501083374, 840, 31269, 27.55
42, 10.375, 358.46561431884766, 860, 32570, 53.7
43, 10.46875, 366.9835751056671, 880, 32759, -157.75
44, 10.734375, 376.06615376472473, 900, 33655, -36.825
45, 11.265625, 387.01407074928284, 920, 35637, 195.625
46, 11.5625, 395.7951807975769, 940, 36489, -27.475
47, 11.6875, 404.9575905799866, 960, 36876, -111.825
48, 11.828125, 416.11793518066406, 980, 37258, -116.65
49, 12.171875, 426.02011132240295, 1000, 38387, 17.85
50, 12.25, 434.8637309074402, 1020, 38627, -145.0
51, 12.53125, 442.55079197883606, 1040, 39606, -5.625
52, 12.828125, 452.1147439479828, 1060, 40651, 1.25
53, 12.984375, 458.2293920516968, 1080, 41158, -96.95
54, 13.21875, 469.42274379730225, 1100, 41880, -47.875
55, 13.609375, 479.926411151886, 1120, 43292, 77.325
56, 13.921875, 492.7068245410919, 1140, 44384, 18.5
57, 14.046875, 503.81065344810486, 1160, 44678, -131.5
58, 14.484375, 511.16887617111206, 1180, 46319, 133.75
59, 14.84375, 522.5810973644257, 1200, 47535, 44.0
60, 15.25, 531.5589272975922, 1220, 48945, 81.5
61, 15.765625, 540.1286098957062, 1240, 50712, 158.1
62, 16.09375, 551.1781876087189, 1260, 51855, 41.7
63, 16.59375, 562.7381765842438, 1280, 53735, 192.95
64, 16.71875, 573.3870275020599, 1300, 54102, -113.25
65, 16.984375, 582.6850912570953, 1320, 54896, -44.725
66, 17.328125, 590.5918686389923, 1340, 56083, 45.55
67, 17.4375, 598.3557028770447, 1360, 56420, -120.75
68, 17.53125, 612.0276954174042, 1380, 56711, -132.8
69, 17.78125, 620.2679567337036, 1400, 57503, -51.55
70, 18.03125, 633.4200432300568, 1420, 58356, -30.25
71, 18.4375, 641.7588601112366, 1440, 59874, 99.975
72, 18.703125, 653.1114447116852, 1460, 60782, -18.425
73, 18.96875, 670.3060162067413, 1480, 61539, -44.9
74, 19.234375, 681.7541942596436, 1500, 62373, -37.475
75, 19.53125, 695.0355358123779, 1520, 63417, 16.125
76, 19.921875, 705.0417959690094, 1540, 64777, 70.1
77, 20.34375, 713.7255370616913, 1560, 66260, 104.7
78, 20.75, 732.8377697467804, 1580, 67617, 56.975
79, 21.15625, 744.1033911705017, 1600, 69006, 63.6
80, 21.515625, 756.077388048172, 1620, 70260, 48.0
81, 21.90625, 766.0309484004974, 1640, 71599, 67.325
82, 22.5625, 777.5352132320404, 1660, 74060, 288.7
83, 22.8125, 792.8082709312439, 1680, 74952, -18.025
84, 23.328125, 805.0490732192993, 1700, 76813, 185.175
85, 23.765625, 815.1922159194946, 1720, 78420, 106.825
86, 24.046875, 823.0453145503998, 1740, 79351, -15.975
87, 24.421875, 837.6986091136932, 1760, 80781, 79.35
88, 24.890625, 849.006560087204, 1780, 82384, 132.775
89, 25.15625, 863.2554368972778, 1800, 83339, -0.625
90, 25.65625, 870.513421535492, 1820, 85112, 146.95
91, 26.125, 880.3159232139587, 1840, 86908, 164.8
92, 26.421875, 888.1637194156647, 1860, 87844, -7.85
93, 26.84375, 901.1797590255737, 1880, 89411, 106.45
94, 27.234375, 911.9936580657959, 1900, 90568, 17.15
95, 27.484375, 922.0329124927521, 1920, 91388, -39.05
96, 28.078125, 927.3753061294556, 1940, 93300, 179.5
97, 28.625, 939.6980237960815, 1960, 95258, 190.175
98, 28.9375, 955.0916571617126, 1980, 96234, -9.675
99, 29.296875, 964.4923067092896, 2000, 97598, 67.25
100, 29.546875, 973.3512938022614, 2020, 98382, -33.2
101, 30.109375, 982.1676740646362, 2040, 100427, 214.125
102, 30.4375, 989.8244018554688, 2060, 101489, -2.2
103, 30.859375, 1002.1562340259552, 2080, 103080, 111.9
