Iteration, CPU Time, API Time (LLM+VLM), Total Episodes, Total Steps, Total Reward
0, 2.19, 11.45, 41, 172, 23.41
1, 3.33, 18.91, 62, 367, 77.47
2, 4.28, 27.16, 83, 558, 72.78
3, 5.36, 39.40, 104, 760, 77.95
4, 6.44, 50.73, 125, 962, 78.87
5, 7.55, 60.50, 146, 1153, 73.25
6, 8.98, 71.98, 167, 1346, 73.69
7, 10.00, 85.29, 188, 1563, 84.42
8, 10.89, 94.02, 209, 1759, 76.53
9, 11.88, 103.15, 230, 1981, 88.19
10, 12.83, 115.86, 251, 2184, 79.80
11, 13.81, 124.87, 272, 2369, 70.95
12, 14.80, 139.68, 293, 2561, 74.19
13, 16.02, 154.71, 314, 2753, 74.63
14, 17.19, 169.90, 335, 2952, 77.37
15, 18.55, 178.63, 356, 3152, 77.46
16, 19.53, 189.51, 377, 3358, 79.30
17, 20.48, 201.19, 398, 3554, 75.13
18, 21.48, 210.38, 419, 3759, 80.27
19, 22.39, 219.10, 440, 3978, 85.91
20, 23.23, 226.97, 461, 4186, 81.67
21, 24.19, 237.52, 482, 4380, 75.13
22, 25.17, 246.34, 503, 4558, 67.22
23, 26.02, 257.36, 524, 4733, 66.22
24, 26.97, 269.84, 545, 4921, 71.87
25, 27.88, 277.81, 566, 5118, 75.57
26, 28.89, 297.26, 587, 5323, 80.24
27, 30.12, 310.50, 608, 5500, 67.13
28, 31.08, 321.11, 629, 5695, 74.68
29, 32.05, 333.51, 650, 5879, 70.45
30, 33.08, 342.93, 671, 6079, 77.45
31, 33.94, 353.01, 692, 6262, 69.98
32, 34.95, 366.40, 713, 6459, 76.43
33, 35.86, 374.68, 734, 6685, 89.50
34, 36.69, 385.34, 755, 6871, 71.90
35, 37.62, 395.13, 776, 7050, 66.24
36, 38.61, 405.49, 797, 7250, 76.22
37, 39.53, 416.25, 818, 7439, 72.73
38, 40.55, 426.19, 839, 7628, 72.70
39, 41.44, 435.00, 860, 7813, 71.40
40, 42.41, 445.80, 881, 8015, 76.53
41, 43.30, 458.04, 902, 8212, 76.60
42, 44.14, 468.80, 923, 8414, 79.35
43, 45.02, 478.50, 944, 8631, 84.81
44, 46.08, 491.57, 965, 8844, 80.20
45, 46.95, 500.97, 986, 9047, 79.78
46, 47.86, 512.27, 1007, 9230, 70.01
47, 48.80, 522.14, 1028, 9439, 82.04
48, 49.66, 532.62, 1049, 9625, 71.42
49, 50.56, 543.65, 1070, 9817, 73.73
50, 51.55, 553.15, 1091, 10004, 72.25
51, 52.62, 565.98, 1112, 10188, 69.94
52, 53.55, 575.37, 1133, 10388, 77.87
53, 54.45, 584.20, 1154, 10582, 73.24
54, 55.25, 593.27, 1175, 10786, 80.20
55, 56.06, 601.30, 1196, 10985, 77.56
56, 57.05, 613.45, 1217, 11173, 70.93
57, 58.06, 623.87, 1238, 11375, 78.77
58, 58.97, 632.30, 1259, 11569, 75.10
59, 59.95, 643.19, 1280, 11765, 75.06
60, 60.91, 652.76, 1301, 11969, 79.31
61, 61.98, 662.40, 1322, 12165, 72.22
62, 63.00, 671.31, 1343, 12366, 76.48
63, 63.98, 681.42, 1364, 12553, 71.46
64, 65.25, 695.60, 1385, 12755, 77.00
65, 67.41, 705.09, 1406, 12935, 69.04
66, 69.47, 712.79, 1427, 13126, 73.21
67, 71.33, 727.00, 1448, 13334, 80.71
68, 72.36, 738.37, 1469, 13506, 64.86
69, 73.53, 749.35, 1490, 13702, 74.23
70, 74.91, 757.57, 1511, 13879, 67.80
71, 76.06, 771.37, 1532, 14070, 72.81
72, 77.17, 779.10, 1553, 14278, 81.26
73, 78.56, 788.90, 1574, 14459, 69.09
74, 80.27, 798.28, 1595, 14642, 69.08
75, 81.33, 807.28, 1616, 14830, 71.91
76, 82.31, 817.70, 1637, 15025, 72.88
77, 83.17, 826.02, 1658, 15224, 77.97
78, 84.17, 838.91, 1679, 15423, 73.74
79, 84.98, 847.89, 1700, 15647, 89.23
80, 85.75, 855.39, 1721, 15849, 78.49
81, 86.55, 868.90, 1742, 16047, 77.05
82, 87.34, 879.02, 1763, 16251, 79.78
83, 88.17, 888.50, 1784, 16438, 71.42
84, 89.09, 897.43, 1805, 16623, 70.47
85, 89.97, 905.21, 1826, 16796, 64.97
86, 90.84, 914.60, 1847, 16982, 70.10
87, 91.69, 924.18, 1868, 17188, 79.29
88, 92.53, 935.16, 1889, 17380, 73.65
89, 93.34, 944.91, 1910, 17570, 72.77
90, 94.20, 955.08, 1931, 17765, 75.57
91, 95.06, 965.83, 1952, 17957, 74.15
92, 96.03, 974.79, 1973, 18166, 80.27
93, 96.88, 986.55, 1994, 18387, 87.61
94, 97.64, 994.92, 2015, 18573, 71.90
95, 98.50, 1008.64, 2036, 18758, 70.43
96, 99.34, 1016.89, 2057, 18953, 75.52
97, 100.17, 1024.68, 2078, 19140, 71.92
98, 100.97, 1035.48, 2099, 19339, 77.50
99, 101.80, 1043.73, 2120, 19529, 72.81
100, 102.67, 1056.65, 2141, 19718, 71.83
101, 103.52, 1066.23, 2162, 19938, 86.78
102, 104.45, 1077.10, 2183, 20138, 76.49
103, 105.28, 1085.81, 2204, 20328, 72.79
104, 106.06, 1094.52, 2225, 20520, 74.67
105, 106.94, 1108.09, 2246, 20711, 74.07
106, 107.86, 1116.85, 2267, 20910, 74.68
107, 108.64, 1127.96, 2288, 21108, 76.99
108, 109.53, 1138.71, 2309, 21304, 75.49
109, 110.28, 1151.68, 2330, 21505, 78.89
110, 111.12, 1161.81, 2351, 21702, 76.05
111, 112.16, 1172.48, 2372, 21897, 75.09
112, 113.42, 1182.58, 2393, 22092, 75.56
113, 114.39, 1194.81, 2414, 22284, 74.22
114, 115.45, 1206.74, 2435, 22470, 71.78
115, 116.42, 1212.72, 2456, 22657, 71.36
116, 117.52, 1225.71, 2477, 22860, 75.09
117, 118.41, 1238.93, 2498, 23082, 88.57
118, 119.27, 1248.73, 2519, 23268, 70.44
119, 120.56, 1262.23, 2540, 23472, 78.92
120, 121.78, 1272.34, 2561, 23657, 71.44
121, 122.94, 1278.93, 2582, 23854, 76.90
122, 124.31, 1288.60, 2603, 24054, 75.99
123, 125.50, 1301.59, 2624, 24267, 81.19
124, 126.72, 1314.49, 2645, 24461, 73.71
125, 127.84, 1324.52, 2666, 24652, 72.42
126, 128.89, 1331.37, 2687, 24844, 74.61
127, 130.09, 1343.54, 2708, 25060, 82.55
128, 130.91, 1356.29, 2729, 25239, 68.12
129, 131.95, 1369.16, 2750, 25447, 78.42
130, 132.72, 1379.88, 2771, 25630, 70.45
131, 133.61, 1391.68, 2792, 25822, 73.74
132, 134.41, 1402.71, 2813, 26010, 72.74
133, 135.23, 1412.40, 2834, 26211, 77.93
134, 136.06, 1424.67, 2855, 26404, 73.23
135, 136.88, 1436.23, 2876, 26592, 72.72
136, 137.67, 1454.08, 2897, 26782, 73.73
137, 138.44, 1466.02, 2918, 26968, 69.96
138, 139.39, 1480.33, 2939, 27158, 71.02
139, 140.17, 1490.43, 2960, 27352, 73.62
140, 140.94, 1502.47, 2981, 27543, 73.76
141, 141.73, 1509.83, 3002, 27741, 76.93
142, 142.58, 1517.46, 3023, 27935, 73.19
143, 143.30, 1529.42, 3044, 28136, 78.86
144, 144.20, 1540.89, 3065, 28340, 77.94
145, 145.11, 1555.53, 3086, 28548, 78.88
146, 145.92, 1567.79, 3107, 28752, 79.25
147, 146.70, 1575.42, 3128, 28939, 72.22
148, 147.48, 1589.83, 3149, 29134, 75.57
149, 148.28, 1598.10, 3170, 29325, 72.82
