Iteration, Lambda, VLM Invoked, Phase, Num Frames
0, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
1, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 4
2, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
3, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
4, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
5, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
6, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
7, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
8, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
9, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
10, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
11, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
12, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
13, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
14, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
15, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
16, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
17, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
18, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
19, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
20, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
21, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
22, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
23, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
24, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
25, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
26, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
27, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
28, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
29, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
30, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
31, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
32, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
33, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
34, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
35, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
36, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
37, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
38, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
39, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
40, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 13
41, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
42, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
43, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
44, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 16
45, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
46, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
47, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
48, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
49, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
50, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
51, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
52, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
53, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
54, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
55, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
56, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
57, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
58, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
59, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
60, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
61, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 16
62, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
63, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
64, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
65, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
66, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
67, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
68, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
69, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
70, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
71, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
72, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
73, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
74, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
75, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
76, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 14
77, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
78, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 16
79, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
80, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
81, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
82, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
83, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
84, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
85, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
86, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
87, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
88, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
89, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
90, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
91, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
92, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
93, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
94, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
95, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
96, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
97, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
98, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
99, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
100, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
101, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
102, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
103, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
104, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
105, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
106, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 14
107, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
108, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
109, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
110, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
111, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
112, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
113, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
114, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
115, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
116, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 17
117, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
118, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
119, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
120, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
121, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
122, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
123, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 14
124, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
125, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
126, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
127, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 14
128, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
129, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 15
130, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
131, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
132, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
133, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
134, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
135, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
136, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
137, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
138, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 13
139, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 11
140, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
141, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
142, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
143, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
144, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 12
145, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 14
146, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 9
147, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 7
148, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 8
149, 1.000, True, Visual Guidance Active (λ=1.00, VLM invocation probability: 100%), 10
